STATE_ABBREV,source_fips,target_fips,weight,source_name,target_name
AK,2020,2150,1.0,Anchorage Municipality,Kodiak Island Borough
AK,2110,2150,1.0,Juneau City and Borough,Kodiak Island Borough
AK,2122,2150,1.0,Kenai Peninsula Borough,Kodiak Island Borough
AK,2130,2150,1.0,Ketchikan Gateway Borough,Kodiak Island Borough
AK,2170,2150,1.0,Matanuska-Susitna Borough,Kodiak Island Borough
AK,2195,2150,1.0,Petersburg Borough,Kodiak Island Borough
AK,2150,2195,0.5,Kodiak Island Borough,Petersburg Borough
AK,2020,2195,0.3333333333333333,Anchorage Municipality,Petersburg Borough
AK,2110,2195,0.3333333333333333,Juneau City and Borough,Petersburg Borough
AK,2122,2195,0.3333333333333333,Kenai Peninsula Borough,Petersburg Borough
AK,2130,2195,0.3333333333333333,Ketchikan Gateway Borough,Petersburg Borough
AK,2170,2195,0.3333333333333333,Matanuska-Susitna Borough,Petersburg Borough
AL,1003,1027,1.25,Baldwin County,Clay County
AL,1055,1027,1.25,Etowah County,Clay County
AL,1077,1027,1.25,Lauderdale County,Clay County
AL,1013,1071,1.2,Butler County,Jackson County
AL,1017,1099,1.1666666666666667,Chambers County,Monroe County
AL,1019,1099,1.1666666666666667,Cherokee County,Monroe County
AL,1097,1099,1.1666666666666667,Mobile County,Monroe County
AL,1001,1017,1.0,Autauga County,Chambers County
AL,1001,1019,1.0,Autauga County,Cherokee County
AL,1001,1097,1.0,Autauga County,Mobile County
AL,1015,1017,1.0,Calhoun County,Chambers County
AL,1015,1019,1.0,Calhoun County,Cherokee County
AL,1015,1097,1.0,Calhoun County,Mobile County
AL,1033,1017,1.0,Colbert County,Chambers County
AL,1033,1019,1.0,Colbert County,Cherokee County
AL,1033,1097,1.0,Colbert County,Mobile County
AL,1035,1017,1.0,Conecuh County,Chambers County
AL,1035,1019,1.0,Conecuh County,Cherokee County
AL,1035,1097,1.0,Conecuh County,Mobile County
AL,1039,1017,1.0,Covington County,Chambers County
AL,1039,1019,1.0,Covington County,Cherokee County
AL,1039,1097,1.0,Covington County,Mobile County
AL,1043,1017,1.0,Cullman County,Chambers County
AL,1043,1019,1.0,Cullman County,Cherokee County
AL,1043,1097,1.0,Cullman County,Mobile County
AL,1059,1017,1.0,Franklin County,Chambers County
AL,1059,1019,1.0,Franklin County,Cherokee County
AL,1059,1097,1.0,Franklin County,Mobile County
AL,1069,1017,1.0,Houston County,Chambers County
AL,1069,1019,1.0,Houston County,Cherokee County
AL,1069,1097,1.0,Houston County,Mobile County
AL,1093,1017,1.0,Marion County,Chambers County
AL,1093,1019,1.0,Marion County,Cherokee County
AL,1093,1097,1.0,Marion County,Mobile County
AL,1095,1017,1.0,Marshall County,Chambers County
AL,1095,1019,1.0,Marshall County,Cherokee County
AL,1095,1097,1.0,Marshall County,Mobile County
AL,1099,1017,1.0,Monroe County,Chambers County
AL,1099,1019,1.0,Monroe County,Cherokee County
AL,1099,1097,1.0,Monroe County,Mobile County
AL,1103,1017,1.0,Morgan County,Chambers County
AL,1103,1019,1.0,Morgan County,Cherokee County
AL,1103,1097,1.0,Morgan County,Mobile County
AL,1113,1017,1.0,Russell County,Chambers County
AL,1113,1019,1.0,Russell County,Cherokee County
AL,1113,1097,1.0,Russell County,Mobile County
AL,1127,1017,1.0,Walker County,Chambers County
AL,1127,1019,1.0,Walker County,Cherokee County
AL,1127,1097,1.0,Walker County,Mobile County
AL,1017,1003,1.0,Chambers County,Baldwin County
AL,1017,1055,1.0,Chambers County,Etowah County
AL,1017,1077,1.0,Chambers County,Lauderdale County
AL,1019,1003,1.0,Cherokee County,Baldwin County
AL,1019,1055,1.0,Cherokee County,Etowah County
AL,1019,1077,1.0,Cherokee County,Lauderdale County
AL,1097,1003,1.0,Mobile County,Baldwin County
AL,1097,1055,1.0,Mobile County,Etowah County
AL,1097,1077,1.0,Mobile County,Lauderdale County
AL,1003,1025,1.0,Baldwin County,Clarke County
AL,1003,1053,1.0,Baldwin County,Escambia County
AL,1003,1073,1.0,Baldwin County,Jefferson County
AL,1003,1121,1.0,Baldwin County,Talladega County
AL,1055,1025,1.0,Etowah County,Clarke County
AL,1055,1053,1.0,Etowah County,Escambia County
AL,1055,1073,1.0,Etowah County,Jefferson County
AL,1055,1121,1.0,Etowah County,Talladega County
AL,1077,1025,1.0,Lauderdale County,Clarke County
AL,1077,1053,1.0,Lauderdale County,Escambia County
AL,1077,1073,1.0,Lauderdale County,Jefferson County
AL,1077,1121,1.0,Lauderdale County,Talladega County
AL,1025,1031,1.0,Clarke County,Coffee County
AL,1025,1133,1.0,Clarke County,Winston County
AL,1027,1031,1.0,Clay County,Coffee County
AL,1027,1133,1.0,Clay County,Winston County
AL,1053,1031,1.0,Escambia County,Coffee County
AL,1053,1133,1.0,Escambia County,Winston County
AL,1073,1031,1.0,Jefferson County,Coffee County
AL,1073,1133,1.0,Jefferson County,Winston County
AL,1121,1031,1.0,Talladega County,Coffee County
AL,1121,1133,1.0,Talladega County,Winston County
AL,1031,1013,1.0,Coffee County,Butler County
AL,1133,1013,1.0,Winston County,Butler County
AL,1013,1027,1.0,Butler County,Clay County
AL,1013,1051,1.0,Butler County,Elmore County
AL,1013,1091,1.0,Butler County,Marengo County
AL,1013,1111,1.0,Butler County,Randolph County
AL,1051,1021,1.0,Elmore County,Chilton County
AL,1051,1057,1.0,Elmore County,Fayette County
AL,1051,1099,1.0,Elmore County,Monroe County
AL,1071,1021,1.0,Jackson County,Chilton County
AL,1071,1057,1.0,Jackson County,Fayette County
AL,1071,1099,1.0,Jackson County,Monroe County
AL,1091,1021,1.0,Marengo County,Chilton County
AL,1091,1057,1.0,Marengo County,Fayette County
AL,1091,1099,1.0,Marengo County,Monroe County
AL,1111,1021,1.0,Randolph County,Chilton County
AL,1111,1057,1.0,Randolph County,Fayette County
AL,1111,1099,1.0,Randolph County,Monroe County
AL,1021,1023,1.0,Chilton County,Choctaw County
AL,1021,1079,1.0,Chilton County,Lawrence County
AL,1057,1023,1.0,Fayette County,Choctaw County
AL,1057,1079,1.0,Fayette County,Lawrence County
AL,1017,1027,0.7,Chambers County,Clay County
AL,1019,1027,0.7,Cherokee County,Clay County
AL,1097,1027,0.7,Mobile County,Clay County
AL,1133,1071,0.6666666666666666,Winston County,Jackson County
AL,1001,1099,0.6428571428571428,Autauga County,Monroe County
AL,1015,1099,0.6428571428571428,Calhoun County,Monroe County
AL,1033,1099,0.6428571428571428,Colbert County,Monroe County
AL,1035,1099,0.6428571428571428,Conecuh County,Monroe County
AL,1039,1099,0.6428571428571428,Covington County,Monroe County
AL,1043,1099,0.6428571428571428,Cullman County,Monroe County
AL,1059,1099,0.6428571428571428,Franklin County,Monroe County
AL,1069,1099,0.6428571428571428,Houston County,Monroe County
AL,1093,1099,0.6428571428571428,Marion County,Monroe County
AL,1095,1099,0.6428571428571428,Marshall County,Monroe County
AL,1103,1099,0.6428571428571428,Morgan County,Monroe County
AL,1113,1099,0.6428571428571428,Russell County,Monroe County
AL,1127,1099,0.6428571428571428,Walker County,Monroe County
AL,1133,1091,0.625,Winston County,Marengo County
AL,1001,1003,0.5,Autauga County,Baldwin County
AL,1001,1055,0.5,Autauga County,Etowah County
AL,1001,1077,0.5,Autauga County,Lauderdale County
AL,1015,1003,0.5,Calhoun County,Baldwin County
AL,1015,1055,0.5,Calhoun County,Etowah County
AL,1015,1077,0.5,Calhoun County,Lauderdale County
AL,1033,1003,0.5,Colbert County,Baldwin County
AL,1033,1055,0.5,Colbert County,Etowah County
AL,1033,1077,0.5,Colbert County,Lauderdale County
AL,1035,1003,0.5,Conecuh County,Baldwin County
AL,1035,1055,0.5,Conecuh County,Etowah County
AL,1035,1077,0.5,Conecuh County,Lauderdale County
AL,1039,1003,0.5,Covington County,Baldwin County
AL,1039,1055,0.5,Covington County,Etowah County
AL,1039,1077,0.5,Covington County,Lauderdale County
AL,1043,1003,0.5,Cullman County,Baldwin County
AL,1043,1055,0.5,Cullman County,Etowah County
AL,1043,1077,0.5,Cullman County,Lauderdale County
AL,1059,1003,0.5,Franklin County,Baldwin County
AL,1059,1055,0.5,Franklin County,Etowah County
AL,1059,1077,0.5,Franklin County,Lauderdale County
AL,1069,1003,0.5,Houston County,Baldwin County
AL,1069,1055,0.5,Houston County,Etowah County
AL,1069,1077,0.5,Houston County,Lauderdale County
AL,1093,1003,0.5,Marion County,Baldwin County
AL,1093,1055,0.5,Marion County,Etowah County
AL,1093,1077,0.5,Marion County,Lauderdale County
AL,1095,1003,0.5,Marshall County,Baldwin County
AL,1095,1055,0.5,Marshall County,Etowah County
AL,1095,1077,0.5,Marshall County,Lauderdale County
AL,1103,1003,0.5,Morgan County,Baldwin County
AL,1103,1055,0.5,Morgan County,Etowah County
AL,1103,1077,0.5,Morgan County,Lauderdale County
AL,1113,1003,0.5,Russell County,Baldwin County
AL,1113,1055,0.5,Russell County,Etowah County
AL,1113,1077,0.5,Russell County,Lauderdale County
AL,1127,1003,0.5,Walker County,Baldwin County
AL,1127,1055,0.5,Walker County,Etowah County
AL,1127,1077,0.5,Walker County,Lauderdale County
AL,1001,1027,0.5,Autauga County,Clay County
AL,1015,1027,0.5,Calhoun County,Clay County
AL,1017,1025,0.5,Chambers County,Clarke County
AL,1017,1053,0.5,Chambers County,Escambia County
AL,1017,1073,0.5,Chambers County,Jefferson County
AL,1017,1121,0.5,Chambers County,Talladega County
AL,1019,1025,0.5,Cherokee County,Clarke County
AL,1019,1053,0.5,Cherokee County,Escambia County
AL,1019,1073,0.5,Cherokee County,Jefferson County
AL,1019,1121,0.5,Cherokee County,Talladega County
AL,1033,1027,0.5,Colbert County,Clay County
AL,1035,1027,0.5,Conecuh County,Clay County
AL,1039,1027,0.5,Covington County,Clay County
AL,1043,1027,0.5,Cullman County,Clay County
AL,1059,1027,0.5,Franklin County,Clay County
AL,1069,1027,0.5,Houston County,Clay County
AL,1093,1027,0.5,Marion County,Clay County
AL,1095,1027,0.5,Marshall County,Clay County
AL,1097,1025,0.5,Mobile County,Clarke County
AL,1097,1053,0.5,Mobile County,Escambia County
AL,1097,1073,0.5,Mobile County,Jefferson County
AL,1097,1121,0.5,Mobile County,Talladega County
AL,1103,1027,0.5,Morgan County,Clay County
AL,1113,1027,0.5,Russell County,Clay County
AL,1127,1027,0.5,Walker County,Clay County
AL,1003,1031,0.5,Baldwin County,Coffee County
AL,1003,1133,0.5,Baldwin County,Winston County
AL,1055,1031,0.5,Etowah County,Coffee County
AL,1055,1133,0.5,Etowah County,Winston County
AL,1077,1031,0.5,Lauderdale County,Coffee County
AL,1077,1133,0.5,Lauderdale County,Winston County
AL,1025,1013,0.5,Clarke County,Butler County
AL,1053,1013,0.5,Escambia County,Butler County
AL,1073,1013,0.5,Jefferson County,Butler County
AL,1121,1013,0.5,Talladega County,Butler County
AL,1031,1027,0.5,Coffee County,Clay County
AL,1031,1051,0.5,Coffee County,Elmore County
AL,1031,1071,0.5,Coffee County,Jackson County
AL,1031,1091,0.5,Coffee County,Marengo County
AL,1031,1111,0.5,Coffee County,Randolph County
AL,1133,1027,0.5,Winston County,Clay County
AL,1133,1051,0.5,Winston County,Elmore County
AL,1133,1111,0.5,Winston County,Randolph County
AL,1013,1021,0.5,Butler County,Chilton County
AL,1013,1057,0.5,Butler County,Fayette County
AL,1013,1099,0.5,Butler County,Monroe County
AL,1071,1023,0.5,Jackson County,Choctaw County
AL,1071,1079,0.5,Jackson County,Lawrence County
AL,1091,1023,0.5,Marengo County,Choctaw County
AL,1091,1079,0.5,Marengo County,Lawrence County
AL,1025,1071,0.47619047619047616,Clarke County,Jackson County
AL,1053,1071,0.47619047619047616,Escambia County,Jackson County
AL,1121,1071,0.47619047619047616,Talladega County,Jackson County
AL,1025,1091,0.4444444444444444,Clarke County,Marengo County
AL,1053,1091,0.4444444444444444,Escambia County,Marengo County
AL,1033,1073,0.41025641025641024,Colbert County,Jefferson County
AL,1039,1073,0.41025641025641024,Covington County,Jefferson County
AL,1059,1073,0.41025641025641024,Franklin County,Jefferson County
AL,1093,1073,0.41025641025641024,Marion County,Jefferson County
AL,1095,1073,0.41025641025641024,Marshall County,Jefferson County
AL,1127,1073,0.41025641025641024,Walker County,Jefferson County
AL,1055,1071,0.375,Etowah County,Jackson County
AL,1077,1071,0.375,Lauderdale County,Jackson County
AL,1001,1025,0.3333333333333333,Autauga County,Clarke County
AL,1001,1053,0.3333333333333333,Autauga County,Escambia County
AL,1001,1073,0.3333333333333333,Autauga County,Jefferson County
AL,1001,1121,0.3333333333333333,Autauga County,Talladega County
AL,1015,1025,0.3333333333333333,Calhoun County,Clarke County
AL,1015,1053,0.3333333333333333,Calhoun County,Escambia County
AL,1015,1073,0.3333333333333333,Calhoun County,Jefferson County
AL,1015,1121,0.3333333333333333,Calhoun County,Talladega County
AL,1033,1025,0.3333333333333333,Colbert County,Clarke County
AL,1033,1053,0.3333333333333333,Colbert County,Escambia County
AL,1033,1121,0.3333333333333333,Colbert County,Talladega County
AL,1035,1025,0.3333333333333333,Conecuh County,Clarke County
AL,1035,1053,0.3333333333333333,Conecuh County,Escambia County
AL,1035,1073,0.3333333333333333,Conecuh County,Jefferson County
AL,1035,1121,0.3333333333333333,Conecuh County,Talladega County
AL,1039,1025,0.3333333333333333,Covington County,Clarke County
AL,1039,1053,0.3333333333333333,Covington County,Escambia County
AL,1039,1121,0.3333333333333333,Covington County,Talladega County
AL,1043,1025,0.3333333333333333,Cullman County,Clarke County
AL,1043,1053,0.3333333333333333,Cullman County,Escambia County
AL,1043,1073,0.3333333333333333,Cullman County,Jefferson County
AL,1043,1121,0.3333333333333333,Cullman County,Talladega County
AL,1059,1025,0.3333333333333333,Franklin County,Clarke County
AL,1059,1053,0.3333333333333333,Franklin County,Escambia County
AL,1059,1121,0.3333333333333333,Franklin County,Talladega County
AL,1069,1025,0.3333333333333333,Houston County,Clarke County
AL,1069,1053,0.3333333333333333,Houston County,Escambia County
AL,1069,1073,0.3333333333333333,Houston County,Jefferson County
AL,1069,1121,0.3333333333333333,Houston County,Talladega County
AL,1093,1025,0.3333333333333333,Marion County,Clarke County
AL,1093,1053,0.3333333333333333,Marion County,Escambia County
AL,1093,1121,0.3333333333333333,Marion County,Talladega County
AL,1095,1025,0.3333333333333333,Marshall County,Clarke County
AL,1095,1053,0.3333333333333333,Marshall County,Escambia County
AL,1095,1121,0.3333333333333333,Marshall County,Talladega County
AL,1099,1025,0.3333333333333333,Monroe County,Clarke County
AL,1099,1027,0.3333333333333333,Monroe County,Clay County
AL,1099,1053,0.3333333333333333,Monroe County,Escambia County
AL,1099,1073,0.3333333333333333,Monroe County,Jefferson County
AL,1099,1121,0.3333333333333333,Monroe County,Talladega County
AL,1103,1025,0.3333333333333333,Morgan County,Clarke County
AL,1103,1053,0.3333333333333333,Morgan County,Escambia County
AL,1103,1073,0.3333333333333333,Morgan County,Jefferson County
AL,1103,1121,0.3333333333333333,Morgan County,Talladega County
AL,1113,1025,0.3333333333333333,Russell County,Clarke County
AL,1113,1053,0.3333333333333333,Russell County,Escambia County
AL,1113,1073,0.3333333333333333,Russell County,Jefferson County
AL,1113,1121,0.3333333333333333,Russell County,Talladega County
AL,1127,1025,0.3333333333333333,Walker County,Clarke County
AL,1127,1053,0.3333333333333333,Walker County,Escambia County
AL,1127,1121,0.3333333333333333,Walker County,Talladega County
AL,1017,1031,0.3333333333333333,Chambers County,Coffee County
AL,1017,1133,0.3333333333333333,Chambers County,Winston County
AL,1019,1031,0.3333333333333333,Cherokee County,Coffee County
AL,1019,1133,0.3333333333333333,Cherokee County,Winston County
AL,1097,1031,0.3333333333333333,Mobile County,Coffee County
AL,1097,1133,0.3333333333333333,Mobile County,Winston County
AL,1003,1013,0.3333333333333333,Baldwin County,Butler County
AL,1055,1013,0.3333333333333333,Etowah County,Butler County
AL,1077,1013,0.3333333333333333,Lauderdale County,Butler County
AL,1025,1027,0.3333333333333333,Clarke County,Clay County
AL,1025,1051,0.3333333333333333,Clarke County,Elmore County
AL,1025,1111,0.3333333333333333,Clarke County,Randolph County
AL,1053,1027,0.3333333333333333,Escambia County,Clay County
AL,1053,1051,0.3333333333333333,Escambia County,Elmore County
AL,1053,1111,0.3333333333333333,Escambia County,Randolph County
AL,1073,1027,0.3333333333333333,Jefferson County,Clay County
AL,1073,1051,0.3333333333333333,Jefferson County,Elmore County
AL,1073,1071,0.3333333333333333,Jefferson County,Jackson County
AL,1073,1091,0.3333333333333333,Jefferson County,Marengo County
AL,1073,1111,0.3333333333333333,Jefferson County,Randolph County
AL,1121,1027,0.3333333333333333,Talladega County,Clay County
AL,1121,1051,0.3333333333333333,Talladega County,Elmore County
AL,1121,1091,0.3333333333333333,Talladega County,Marengo County
AL,1121,1111,0.3333333333333333,Talladega County,Randolph County
AL,1031,1021,0.3333333333333333,Coffee County,Chilton County
AL,1031,1057,0.3333333333333333,Coffee County,Fayette County
AL,1031,1099,0.3333333333333333,Coffee County,Monroe County
AL,1133,1021,0.3333333333333333,Winston County,Chilton County
AL,1133,1057,0.3333333333333333,Winston County,Fayette County
AL,1133,1099,0.3333333333333333,Winston County,Monroe County
AL,1013,1023,0.3333333333333333,Butler County,Choctaw County
AL,1013,1079,0.3333333333333333,Butler County,Lawrence County
AL,1057,1071,0.3333333333333333,Fayette County,Jackson County
AL,1017,1071,0.3111111111111111,Chambers County,Jackson County
AL,1019,1071,0.3111111111111111,Cherokee County,Jackson County
AL,1097,1071,0.3111111111111111,Mobile County,Jackson County
AL,1019,1091,0.2909090909090909,Cherokee County,Marengo County
AL,1015,1071,0.26666666666666666,Calhoun County,Jackson County
AL,1033,1071,0.26666666666666666,Colbert County,Jackson County
AL,1039,1071,0.26666666666666666,Covington County,Jackson County
AL,1043,1071,0.26666666666666666,Cullman County,Jackson County
AL,1059,1071,0.26666666666666666,Franklin County,Jackson County
AL,1069,1071,0.26666666666666666,Houston County,Jackson County
AL,1093,1071,0.26666666666666666,Marion County,Jackson County
AL,1095,1071,0.26666666666666666,Marshall County,Jackson County
AL,1103,1071,0.26666666666666666,Morgan County,Jackson County
AL,1127,1071,0.26666666666666666,Walker County,Jackson County
AL,1001,1031,0.25,Autauga County,Coffee County
AL,1001,1133,0.25,Autauga County,Winston County
AL,1015,1031,0.25,Calhoun County,Coffee County
AL,1015,1133,0.25,Calhoun County,Winston County
AL,1033,1031,0.25,Colbert County,Coffee County
AL,1033,1133,0.25,Colbert County,Winston County
AL,1035,1031,0.25,Conecuh County,Coffee County
AL,1035,1133,0.25,Conecuh County,Winston County
AL,1039,1031,0.25,Covington County,Coffee County
AL,1039,1133,0.25,Covington County,Winston County
AL,1043,1031,0.25,Cullman County,Coffee County
AL,1043,1133,0.25,Cullman County,Winston County
AL,1059,1031,0.25,Franklin County,Coffee County
AL,1059,1133,0.25,Franklin County,Winston County
AL,1069,1031,0.25,Houston County,Coffee County
AL,1069,1133,0.25,Houston County,Winston County
AL,1093,1031,0.25,Marion County,Coffee County
AL,1093,1133,0.25,Marion County,Winston County
AL,1095,1031,0.25,Marshall County,Coffee County
AL,1095,1133,0.25,Marshall County,Winston County
AL,1103,1031,0.25,Morgan County,Coffee County
AL,1103,1133,0.25,Morgan County,Winston County
AL,1113,1031,0.25,Russell County,Coffee County
AL,1113,1133,0.25,Russell County,Winston County
AL,1127,1031,0.25,Walker County,Coffee County
AL,1127,1133,0.25,Walker County,Winston County
AL,1017,1013,0.25,Chambers County,Butler County
AL,1019,1013,0.25,Cherokee County,Butler County
AL,1097,1013,0.25,Mobile County,Butler County
AL,1003,1051,0.25,Baldwin County,Elmore County
AL,1003,1071,0.25,Baldwin County,Jackson County
AL,1003,1091,0.25,Baldwin County,Marengo County
AL,1003,1111,0.25,Baldwin County,Randolph County
AL,1015,1091,0.25,Calhoun County,Marengo County
AL,1033,1091,0.25,Colbert County,Marengo County
AL,1039,1091,0.25,Covington County,Marengo County
AL,1043,1091,0.25,Cullman County,Marengo County
AL,1055,1051,0.25,Etowah County,Elmore County
AL,1055,1091,0.25,Etowah County,Marengo County
AL,1055,1111,0.25,Etowah County,Randolph County
AL,1059,1091,0.25,Franklin County,Marengo County
AL,1069,1091,0.25,Houston County,Marengo County
AL,1077,1051,0.25,Lauderdale County,Elmore County
AL,1077,1091,0.25,Lauderdale County,Marengo County
AL,1077,1111,0.25,Lauderdale County,Randolph County
AL,1093,1091,0.25,Marion County,Marengo County
AL,1095,1091,0.25,Marshall County,Marengo County
AL,1127,1091,0.25,Walker County,Marengo County
AL,1025,1021,0.25,Clarke County,Chilton County
AL,1025,1057,0.25,Clarke County,Fayette County
AL,1025,1099,0.25,Clarke County,Monroe County
AL,1027,1021,0.25,Clay County,Chilton County
AL,1027,1057,0.25,Clay County,Fayette County
AL,1027,1099,0.25,Clay County,Monroe County
AL,1053,1021,0.25,Escambia County,Chilton County
AL,1053,1057,0.25,Escambia County,Fayette County
AL,1053,1099,0.25,Escambia County,Monroe County
AL,1073,1021,0.25,Jefferson County,Chilton County
AL,1073,1057,0.25,Jefferson County,Fayette County
AL,1073,1099,0.25,Jefferson County,Monroe County
AL,1121,1021,0.25,Talladega County,Chilton County
AL,1121,1057,0.25,Talladega County,Fayette County
AL,1121,1099,0.25,Talladega County,Monroe County
AL,1031,1023,0.25,Coffee County,Choctaw County
AL,1031,1079,0.25,Coffee County,Lawrence County
AL,1133,1023,0.25,Winston County,Choctaw County
AL,1133,1079,0.25,Winston County,Lawrence County
AL,1001,1013,0.2,Autauga County,Butler County
AL,1015,1013,0.2,Calhoun County,Butler County
AL,1033,1013,0.2,Colbert County,Butler County
AL,1035,1013,0.2,Conecuh County,Butler County
AL,1039,1013,0.2,Covington County,Butler County
AL,1043,1013,0.2,Cullman County,Butler County
AL,1059,1013,0.2,Franklin County,Butler County
AL,1069,1013,0.2,Houston County,Butler County
AL,1093,1013,0.2,Marion County,Butler County
AL,1095,1013,0.2,Marshall County,Butler County
AL,1103,1013,0.2,Morgan County,Butler County
AL,1113,1013,0.2,Russell County,Butler County
AL,1127,1013,0.2,Walker County,Butler County
AL,1017,1051,0.2,Chambers County,Elmore County
AL,1017,1091,0.2,Chambers County,Marengo County
AL,1017,1111,0.2,Chambers County,Randolph County
AL,1019,1051,0.2,Cherokee County,Elmore County
AL,1019,1111,0.2,Cherokee County,Randolph County
AL,1097,1051,0.2,Mobile County,Elmore County
AL,1097,1091,0.2,Mobile County,Marengo County
AL,1097,1111,0.2,Mobile County,Randolph County
AL,1003,1021,0.2,Baldwin County,Chilton County
AL,1003,1057,0.2,Baldwin County,Fayette County
AL,1003,1099,0.2,Baldwin County,Monroe County
AL,1055,1021,0.2,Etowah County,Chilton County
AL,1055,1057,0.2,Etowah County,Fayette County
AL,1055,1099,0.2,Etowah County,Monroe County
AL,1077,1021,0.2,Lauderdale County,Chilton County
AL,1077,1057,0.2,Lauderdale County,Fayette County
AL,1077,1099,0.2,Lauderdale County,Monroe County
AL,1025,1023,0.2,Clarke County,Choctaw County
AL,1025,1079,0.2,Clarke County,Lawrence County
AL,1027,1023,0.2,Clay County,Choctaw County
AL,1027,1079,0.2,Clay County,Lawrence County
AL,1053,1023,0.2,Escambia County,Choctaw County
AL,1053,1079,0.2,Escambia County,Lawrence County
AL,1073,1023,0.2,Jefferson County,Choctaw County
AL,1073,1079,0.2,Jefferson County,Lawrence County
AL,1121,1023,0.2,Talladega County,Choctaw County
AL,1121,1079,0.2,Talladega County,Lawrence County
AL,1001,1051,0.16666666666666666,Autauga County,Elmore County
AL,1001,1071,0.16666666666666666,Autauga County,Jackson County
AL,1001,1091,0.16666666666666666,Autauga County,Marengo County
AL,1001,1111,0.16666666666666666,Autauga County,Randolph County
AL,1015,1051,0.16666666666666666,Calhoun County,Elmore County
AL,1015,1111,0.16666666666666666,Calhoun County,Randolph County
AL,1033,1051,0.16666666666666666,Colbert County,Elmore County
AL,1033,1111,0.16666666666666666,Colbert County,Randolph County
AL,1035,1051,0.16666666666666666,Conecuh County,Elmore County
AL,1035,1071,0.16666666666666666,Conecuh County,Jackson County
AL,1035,1091,0.16666666666666666,Conecuh County,Marengo County
AL,1035,1111,0.16666666666666666,Conecuh County,Randolph County
AL,1039,1051,0.16666666666666666,Covington County,Elmore County
AL,1039,1111,0.16666666666666666,Covington County,Randolph County
AL,1043,1051,0.16666666666666666,Cullman County,Elmore County
AL,1043,1111,0.16666666666666666,Cullman County,Randolph County
AL,1059,1051,0.16666666666666666,Franklin County,Elmore County
AL,1059,1111,0.16666666666666666,Franklin County,Randolph County
AL,1069,1051,0.16666666666666666,Houston County,Elmore County
AL,1069,1111,0.16666666666666666,Houston County,Randolph County
AL,1093,1051,0.16666666666666666,Marion County,Elmore County
AL,1093,1111,0.16666666666666666,Marion County,Randolph County
AL,1095,1051,0.16666666666666666,Marshall County,Elmore County
AL,1095,1111,0.16666666666666666,Marshall County,Randolph County
AL,1103,1051,0.16666666666666666,Morgan County,Elmore County
AL,1103,1091,0.16666666666666666,Morgan County,Marengo County
AL,1103,1111,0.16666666666666666,Morgan County,Randolph County
AL,1113,1051,0.16666666666666666,Russell County,Elmore County
AL,1113,1071,0.16666666666666666,Russell County,Jackson County
AL,1113,1091,0.16666666666666666,Russell County,Marengo County
AL,1113,1111,0.16666666666666666,Russell County,Randolph County
AL,1127,1051,0.16666666666666666,Walker County,Elmore County
AL,1127,1111,0.16666666666666666,Walker County,Randolph County
AL,1017,1021,0.16666666666666666,Chambers County,Chilton County
AL,1017,1057,0.16666666666666666,Chambers County,Fayette County
AL,1019,1021,0.16666666666666666,Cherokee County,Chilton County
AL,1019,1057,0.16666666666666666,Cherokee County,Fayette County
AL,1097,1021,0.16666666666666666,Mobile County,Chilton County
AL,1097,1057,0.16666666666666666,Mobile County,Fayette County
AL,1003,1023,0.16666666666666666,Baldwin County,Choctaw County
AL,1003,1079,0.16666666666666666,Baldwin County,Lawrence County
AL,1055,1023,0.16666666666666666,Etowah County,Choctaw County
AL,1055,1079,0.16666666666666666,Etowah County,Lawrence County
AL,1077,1023,0.16666666666666666,Lauderdale County,Choctaw County
AL,1077,1079,0.16666666666666666,Lauderdale County,Lawrence County
AL,1071,1091,0.16666666666666666,Jackson County,Marengo County
AL,1001,1021,0.14285714285714285,Autauga County,Chilton County
AL,1001,1057,0.14285714285714285,Autauga County,Fayette County
AL,1015,1021,0.14285714285714285,Calhoun County,Chilton County
AL,1015,1057,0.14285714285714285,Calhoun County,Fayette County
AL,1033,1021,0.14285714285714285,Colbert County,Chilton County
AL,1033,1057,0.14285714285714285,Colbert County,Fayette County
AL,1035,1021,0.14285714285714285,Conecuh County,Chilton County
AL,1035,1057,0.14285714285714285,Conecuh County,Fayette County
AL,1039,1021,0.14285714285714285,Covington County,Chilton County
AL,1039,1057,0.14285714285714285,Covington County,Fayette County
AL,1043,1021,0.14285714285714285,Cullman County,Chilton County
AL,1043,1057,0.14285714285714285,Cullman County,Fayette County
AL,1059,1021,0.14285714285714285,Franklin County,Chilton County
AL,1059,1057,0.14285714285714285,Franklin County,Fayette County
AL,1069,1021,0.14285714285714285,Houston County,Chilton County
AL,1069,1057,0.14285714285714285,Houston County,Fayette County
AL,1093,1021,0.14285714285714285,Marion County,Chilton County
AL,1093,1057,0.14285714285714285,Marion County,Fayette County
AL,1095,1021,0.14285714285714285,Marshall County,Chilton County
AL,1095,1057,0.14285714285714285,Marshall County,Fayette County
AL,1103,1021,0.14285714285714285,Morgan County,Chilton County
AL,1103,1057,0.14285714285714285,Morgan County,Fayette County
AL,1113,1021,0.14285714285714285,Russell County,Chilton County
AL,1113,1057,0.14285714285714285,Russell County,Fayette County
AL,1127,1021,0.14285714285714285,Walker County,Chilton County
AL,1127,1057,0.14285714285714285,Walker County,Fayette County
AL,1017,1023,0.14285714285714285,Chambers County,Choctaw County
