FIPS,COUNTY_NAME,STATE_ABBREV,influence_score,eigenvector_centrality
39153,Summit County,OH,4.366666666666666,9.486162220748129e-21
39061,Hamilton County,OH,4.366666666666666,9.486162220748129e-21
18031,Decatur County,IN,4.333333333333334,2.3009212176904753e-07
35053,Socorro County,NM,4.333333333333334,1.1112229809477372e-11
30091,Sheridan County,MT,4.333333333333334,2.8612906474067355e-10
35001,Bernalillo County,NM,4.333333333333333,4.051905603068604e-12
26115,Monroe County,MI,4.333333333333333,2.1818127200265756e-07
19061,Dubuque County,IA,4.333333333333333,1.0717638684539898e-09
26163,Wayne County,MI,4.333333333333333,2.1818127200265756e-07
38021,Dickey County,ND,4.311111111111111,2.4456109560895204e-15
24001,Allegany County,MD,4.298351648351648,1.4661765410739008e-23
24043,Washington County,MD,4.298351648351648,1.4661765410739008e-23
30089,Sanders County,MT,4.291666666666667,5.7601419908179e-10
1091,Marengo County,AL,4.285714285714285,2.213158666192321e-09
55067,Langlade County,WI,4.226190476190476,3.8741264947358316e-08
29081,Harrison County,MO,4.226190476190476,6.000380661349324e-08
24029,Kent County,MD,4.2214285714285715,5.751923353443764e-23
36021,Columbia County,NY,4.208333333333334,2.537994990058233e-13
1071,Jackson County,AL,4.166666666666667,2.910164323366143e-09
21157,Marshall County,KY,4.166666666666667,4.027749547297912e-08
21073,Franklin County,KY,4.166666666666667,4.027749547297912e-08
48023,Baylor County,TX,4.157142857142855,0.09490335703986007
24047,Worcester County,MD,4.15,1.4661765410739008e-23
31013,Box Butte County,NE,4.15,7.235407287593948e-08
24015,Cecil County,MD,4.15,1.4661765410739008e-23
22003,Allen Parish,LA,4.125,3.6388204097509656e-10
42093,Montour County,PA,4.125,2.248907865624142e-08
55071,Manitowoc County,WI,4.083333333333334,3.8741264947358316e-08
36027,Dutchess County,NY,4.083333333333334,8.581604924929019e-14
36037,Genesee County,NY,4.083333333333334,8.581604924929019e-14
36093,Schenectady County,NY,4.083333333333334,8.581604924929019e-14
6049,Modoc County,CA,4.05,1.4661765410739008e-23
6045,Mendocino County,CA,4.05,1.4661765410739008e-23
6109,Tuolumne County,CA,4.05,1.4661765410739008e-23
6063,Plumas County,CA,4.05,1.4661765410739008e-23
6089,Shasta County,CA,4.05,1.4661765410739008e-23
6103,Tehama County,CA,4.05,1.4661765410739008e-23
6101,Sutter County,CA,4.05,1.4661765410739008e-23
6099,Stanislaus County,CA,4.05,1.4661765410739008e-23
6057,Nevada County,CA,4.05,1.4661765410739008e-23
6093,Siskiyou County,CA,4.05,1.4661765410739008e-23
6105,Trinity County,CA,4.05,1.4661765410739008e-23
6007,Butte County,CA,4.05,1.4661765410739008e-23
6035,Lassen County,CA,4.05,1.4661765410739008e-23
6015,Del Norte County,CA,4.05,1.4661765410739008e-23
6009,Calaveras County,CA,4.05,1.4661765410739008e-23
6005,Amador County,CA,4.05,1.4661765410739008e-23
6023,Humboldt County,CA,4.05,1.4661765410739008e-23
6033,Lake County,CA,4.05,1.4661765410739008e-23
26077,Kalamazoo County,MI,4.0,2.1818127200265756e-07
5013,Calhoun County,AR,4.0,1.5822522534075798e-06
22029,Concordia Parish,LA,4.0,4.133798161570822e-10
