CDC Archive
This page is archived for historical purposes and is no longer being updated.

This is archived content from the CDC website. The information here may be outdated and links may no longer function. Go to CDC Home for all other recent information.

View in CDC ArchiveGo to CDC Archive Home Page
Skip directly to site contentSkip directly to search
U.S. County Opioid Dispensing Rates, 2007
Print
Related Pages
< U.S. County Opioid Dispensing Rates, 2006

U.S. Opioid Dispensing Rate Maps

U.S. County Opioid Dispensing Rates, 2008 >

US County Dispensing Rates, 2007
About the Maps
For detailed information about these maps, including data sources, please visit the U.S. Opioid Dispensing Rate Maps page.

U.S. County Opioid Dispensing Rates, 2007
County	State	County FIPS Code	Opioid Dispensing Rate per 100
Johnson, MO	MO	29101	51.1
Knox, MO	MO	29103	–
Laclede, MO	MO	29105	153.6
Lafayette, MO	MO	29107	10.2
Lawrence, MO	MO	29109	61.8
Lewis, MO	MO	29111	50.2
Lincoln, MO	MO	29113	63.4
Linn, MO	MO	29115	70.1
Livingston, MO	MO	29117	111.0
McDonald, MO	MO	29119	37.7
Macon, MO	MO	29121	82.3
Madison, MO	MO	29123	118.0
Maries, MO	MO	29125	–
Marion, MO	MO	29127	160.9
Mercer, MO	MO	29129	46.0
Miller, MO	MO	29131	58.6
Mississippi, MO	MO	29133	35.7
Moniteau, MO	MO	29135	20.7
Monroe, MO	MO	29137	–
Montgomery, MO	MO	29139	58.0
Morgan, MO	MO	29141	27.9
New Madrid, MO	MO	29143	44.9
Newton, MO	MO	29145	41.0
Nodaway, MO	MO	29147	62.7
Oregon, MO	MO	29149	29.8
Osage, MO	MO	29151	36.2
Ozark, MO	MO	29153	65.5
Pemiscot, MO	MO	29155	144.2
Perry, MO	MO	29157	95.9
Pettis, MO	MO	29159	90.7
Phelps, MO	MO	29161	125.6
Pike, MO	MO	29163	46.8
Platte, MO	MO	29165	65.7
Polk, MO	MO	29167	122.0
Pulaski, MO	MO	29169	58.0
Putnam, MO	MO	29171	–
Ralls, MO	MO	29173	–
Randolph, MO	MO	29175	87.1
Ray, MO	MO	29177	61.5
Reynolds, MO	MO	29179	–
Ripley, MO	MO	29181	149.8
St. Charles, MO	MO	29183	82.6
St. Clair, MO	MO	29185	–
Ste. Genevieve, MO	MO	29186	35.9
St. Francois, MO	MO	29187	163.0
St. Louis, MO	MO	29189	75.1
Saline, MO	MO	29195	22.4
Schuyler, MO	MO	29197	–
Scotland, MO	MO	29199	71.7
Scott, MO	MO	29201	149.9
Shannon, MO	MO	29203	–
Shelby, MO	MO	29205	38.4
Stoddard, MO	MO	29207	63.5
Stone, MO	MO	29209	52.5
Sullivan, MO	MO	29211	–
Taney, MO	MO	29213	146.7
Texas, MO	MO	29215	44.4
Vernon, MO	MO	29217	28.6
Warren, MO	MO	29219	46.4
Washington, MO	MO	29221	98.3
Wayne, MO	MO	29223	24.5
Webster, MO	MO	29225	58.9
Worth, MO	MO	29227	–
Wright, MO	MO	29229	125.0
St. Louis City, MO	MO	29510	56.1
Adams, MS	MS	28001	202.8
Alcorn, MS	MS	28003	217.8
Amite, MS	MS	28005	49.2
Attala, MS	MS	28007	116.9
Benton, MS	MS	28009	50.2
Bolivar, MS	MS	28011	83.9
Calhoun, MS	MS	28013	84.8
Carroll, MS	MS	28015	–
Chickasaw, MS	MS	28017	92.0
Choctaw, MS	MS	28019	10.2
Claiborne, MS	MS	28021	72.7
Clarke, MS	MS	28023	69.6
Clay, MS	MS	28025	116.2
Coahoma, MS	MS	28027	78.7
Copiah, MS	MS	28029	87.6
Covington, MS	MS	28031	81.5
DeSoto, MS	MS	28033	110.0
Forrest, MS	MS	28035	222.6
Franklin, MS	MS	28037	86.7
George, MS	MS	28039	180.7
Greene, MS	MS	28041	–
Grenada, MS	MS	28043	161.9
Hancock, MS	MS	28045	81.8
Harrison, MS	MS	28047	133.9
Hinds, MS	MS	28049	80.6
Holmes, MS	MS	28051	61.7
Humphreys, MS	MS	28053	37.3
Issaquena, MS	MS	28055	–
Itawamba, MS	MS	28057	140.8
Jackson, MS	MS	28059	145.4
Jasper, MS	MS	28061	–
Jefferson, MS	MS	28063	–
Jefferson Davis, MS	MS	28065	120.8
Jones, MS	MS	28067	153.3
Kemper, MS	MS	28069	–
Lafayette, MS	MS	28071	103.3
Lamar, MS	MS	28073	32.6
Lauderdale, MS	MS	28075	189.8
Lawrence, MS	MS	28077	72.1
Leake, MS	MS	28079	87.4
Lee, MS	MS	28081	144.0
Leflore, MS	MS	28083	105.3
Lincoln, MS	MS	28085	144.8
Lowndes, MS	MS	28087	124.5
Madison, MS	MS	28089	77.2
Marion, MS	MS	28091	212.4
Marshall, MS	MS	28093	30.0
Monroe, MS	MS	28095	78.1
Montgomery, MS	MS	28097	109.2
Neshoba, MS	MS	28099	167.8
Newton, MS	MS	28101	68.5
Noxubee, MS	MS	28103	78.7
Oktibbeha, MS	MS	28105	66.8
Panola, MS	MS	28107	115.1
Pearl River, MS	MS	28109	147.0
Perry, MS	MS	28111	77.2
Pike, MS	MS	28113	147.2
Pontotoc, MS	MS	28115	93.4
Prentiss, MS	MS	28117	114.2
Quitman, MS	MS	28119	–
Rankin, MS	MS	28121	110.0
Scott, MS	MS	28123	113.4
Sharkey, MS	MS	28125	46.3
Simpson, MS	MS	28127	123.2
Smith, MS	MS	28129	–
Stone, MS	MS	28131	149.9
Sunflower, MS	MS	28133	47.0
Tallahatchie, MS	MS	28135	14.3
Tate, MS	MS	28137	93.6
Tippah, MS	MS	28139	133.3
Tishomingo, MS	MS	28141	145.8
Tunica, MS	MS	28143	–
Union, MS	MS	28145	142.3
Walthall, MS	MS	28147	56.7
Warren, MS	MS	28149	109.9
Washington, MS	MS	28151	94.8
Wayne, MS	MS	28153	131.3
Webster, MS	MS	28155	–
Wilkinson, MS	MS	28157	25.4
Winston, MS	MS	28159	120.9
Yalobusha, MS	MS	28161	51.1
Yazoo, MS	MS	28163	62.0
Beaverhead, MT	MT	30001	76.4
Big Horn, MT	MT	30003	39.9
Blaine, MT	MT	30005	27.7
Broadwater, MT	MT	30007	42.6
Carbon, MT	MT	30009	–
Carter, MT	MT	30011	–
Cascade, MT	MT	30013	93.5
Chouteau, MT	MT	30015	61.4
Custer, MT	MT	30017	101.9
Daniels, MT	MT	30019	–
Dawson, MT	MT	30021	92.8
Deer Lodge, MT	MT	30023	102.7
Fallon, MT	MT	30025	65.6
Fergus, MT	MT	30027	80.3
Flathead, MT	MT	30029	124.8
Gallatin, MT	MT	30031	61.5
Garfield, MT	MT	30033	23.7
Glacier, MT	MT	30035	47.0
Golden Valley, MT	MT	30037	–
Granite, MT	MT	30039	–
Hill, MT	MT	30041	87.9
Jefferson, MT	MT	30043	16.7
Judith Basin, MT	MT	30045	–
Lake, MT	MT	30047	57.2
Lewis and Clark, MT	MT	30049	82.3
Liberty, MT	MT	30051	32.9
Lincoln, MT	MT	30053	113.8
McCone, MT	MT	30055	–
Madison, MT	MT	30057	42.3
Meagher, MT	MT	30059	49.1
Mineral, MT	MT	30061	–
Missoula, MT	MT	30063	99.5
Musselshell, MT	MT	30065	45.0
Park, MT	MT	30067	81.0
Petroleum, MT	MT	30069	–
Phillips, MT	MT	30071	59.5
Pondera, MT	MT	30073	63.4
Powder River, MT	MT	30075	51.9
Powell, MT	MT	30077	68.7
Prairie, MT	MT	30079	–
Ravalli, MT	MT	30081	76.6
Richland, MT	MT	30083	59.2
Roosevelt, MT	MT	30085	8.8
Rosebud, MT	MT	30087	34.8
Sanders, MT	MT	30089	89.9
Sheridan, MT	MT	30091	81.9
Silver Bow, MT	MT	30093	101.6
Stillwater, MT	MT	30095	45.5
Sweet Grass, MT	MT	30097	56.5
Teton, MT	MT	30099	58.8
Toole, MT	MT	30101	70.0
Treasure, MT	MT	30103	–
Valley, MT	MT	30105	97.2
Wheatland, MT	MT	30107	–
Wibaux, MT	MT	30109	–
Yellowstone, MT	MT	30111	90.5
Alamance, NC	NC	37001	90.5
Alexander, NC	NC	37003	23.6
Alleghany, NC	NC	37005	94.5
Anson, NC	NC	37007	67.4
Ashe, NC	NC	37009	102.7
Avery, NC	NC	37011	121.3
Beaufort, NC	NC	37013	122.4
Bertie, NC	NC	37015	56.8
Bladen, NC	NC	37017	102.3
Brunswick, NC	NC	37019	116.9
Buncombe, NC	NC	37021	115.2
Burke, NC	NC	37023	138.5
Cabarrus, NC	NC	37025	108.7
Caldwell, NC	NC	37027	118.0
Camden, NC	NC	37029	–
Carteret, NC	NC	37031	112.0
Caswell, NC	NC	37033	–
Catawba, NC	NC	37035	125.5
Chatham, NC	NC	37037	38.7
Cherokee, NC	NC	37039	115.5
Chowan, NC	NC	37041	87.9
Clay, NC	NC	37043	79.0
Cleveland, NC	NC	37045	139.7
Columbus, NC	NC	37047	176.5
Craven, NC	NC	37049	123.2
Cumberland, NC	NC	37051	75.3
Currituck, NC	NC	37053	21.0
Dare, NC	NC	37055	120.1
Davidson, NC	NC	37057	86.1
Davie, NC	NC	37059	92.7
Duplin, NC	NC	37061	73.0
Durham, NC	NC	37063	75.8
Edgecombe, NC	NC	37065	50.2
Forsyth, NC	NC	37067	83.8
Franklin, NC	NC	37069	46.5
Gaston, NC	NC	37071	141.1
Gates, NC	NC	37073	–
Graham, NC	NC	37075	128.6
Granville, NC	NC	37077	53.3
Greene, NC	NC	37079	49.7
Guilford, NC	NC	37081	92.6
Halifax, NC	NC	37083	117.1
Harnett, NC	NC	37085	80.2
Haywood, NC	NC	37087	117.3
Henderson, NC	NC	37089	90.8
Hertford, NC	NC	37091	130.9
Hoke, NC	NC	37093	34.8
Hyde, NC	NC	37095	–
Iredell, NC	NC	37097	105.9
Jackson, NC	NC	37099	59.6
Johnston, NC	NC	37101	76.6
Jones, NC	NC	37103	46.7
Lee, NC	NC	37105	120.2
Lenoir, NC	NC	37107	76.7
Lincoln, NC	NC	37109	95.4
McDowell, NC	NC	37111	88.6
Macon, NC	NC	37113	118.4
Madison, NC	NC	37115	69.7
Martin, NC	NC	37117	63.5
Mecklenburg, NC	NC	37119	62.4
Mitchell, NC	NC	37121	128.5
Montgomery, NC	NC	37123	76.7
Moore, NC	NC	37125	103.9
Nash, NC	NC	37127	102.7
New Hanover, NC	NC	37129	110.1
Northampton, NC	NC	37131	–
Onslow, NC	NC	37133	66.9
Orange, NC	NC	37135	44.9
Pamlico, NC	NC	37137	58.1
Pasquotank, NC	NC	37139	103.3
Pender, NC	NC	37141	52.6
Perquimans, NC	NC	37143	50.6
Person, NC	NC	37145	95.5
Pitt, NC	NC	37147	82.5
Polk, NC	NC	37149	66.4
Randolph, NC	NC	37151	72.3
Richmond, NC	NC	37153	137.3
Robeson, NC	NC	37155	104.0
Rockingham, NC	NC	37157	153.1
Rowan, NC	NC	37159	86.1
Rutherford, NC	NC	37161	79.6
Sampson, NC	NC	37163	83.7
Scotland, NC	NC	37165	143.9
Stanly, NC	NC	37167	102.9
Stokes, NC	NC	37169	82.8
Surry, NC	NC	37171	153.1
Swain, NC	NC	37173	71.1
Transylvania, NC	NC	37175	99.5
Tyrrell, NC	NC	37177	85.6
Union, NC	NC	37179	68.3
Vance, NC	NC	37181	137.9
Wake, NC	NC	37183	63.2
Warren, NC	NC	37185	34.5
Washington, NC	NC	37187	71.9
Watauga, NC	NC	37189	95.7
Wayne, NC	NC	37191	68.8
Wilkes, NC	NC	37193	112.4
Wilson, NC	NC	37195	98.4
Yadkin, NC	NC	37197	76.7
Yancey, NC	NC	37199	115.7
Adams, ND	ND	38001	134.9
Barnes, ND	ND	38003	87.1
Benson, ND	ND	38005	4.5
Billings, ND	ND	38007	–
Bottineau, ND	ND	38009	36.7
Bowman, ND	ND	38011	41.0
Burke, ND	ND	38013	–
Burleigh, ND	ND	38015	77.4
Cass, ND	ND	38017	53.8
Cavalier, ND	ND	38019	–
Dickey, ND	ND	38021	63.8
Divide, ND	ND	38023	58.0
Dunn, ND	ND	38025	22.1
Eddy, ND	ND	38027	–
Emmons, ND	ND	38029	50.3
Foster, ND	ND	38031	2.0
Golden Valley, ND	ND	38033	31.3
Grand Forks, ND	ND	38035	68.4
Grant, ND	ND	38037	30.8
Griggs, ND	ND	38039	40.6
Hettinger, ND	ND	38041	44.1
Kidder, ND	ND	38043	32.4
LaMoure, ND	ND	38045	30.3
Logan, ND	ND	38047	51.0
McHenry, ND	ND	38049	18.5
McIntosh, ND	ND	38051	88.5
McKenzie, ND	ND	38053	42.0
McLean, ND	ND	38055	54.3
Mercer, ND	ND	38057	59.9
Morton, ND	ND	38059	55.1
Mountrail, ND	ND	38061	51.9
Nelson, ND	ND	38063	–
Oliver, ND	ND	38065	–
Pembina, ND	ND	38067	50.6
Pierce, ND	ND	38069	77.8
Ramsey, ND	ND	38071	178.5
Ransom, ND	ND	38073	69.6
Renville, ND	ND	38075	25.2
Richland, ND	ND	38077	43.6
Rolette, ND	ND	38079	42.7
Sargent, ND	ND	38081	–
Sheridan, ND	ND	38083	–
Sioux, ND	ND	38085	–
Slope, ND	ND	38087	–
Stark, ND	ND	38089	86.5
Steele, ND	ND	38091	–
Stutsman, ND	ND	38093	85.4
Towner, ND	ND	38095	37.3
Traill, ND	ND	38097	28.8
Walsh, ND	ND	38099	78.5
Ward, ND	ND	38101	49.3
Wells, ND	ND	38103	51.5
Williams, ND	ND	38105	71.6
Adams, NE	NE	31001	83.6
Antelope, NE	NE	31003	41.7
Arthur, NE	NE	31005	–
Banner, NE	NE	31007	–
Blaine, NE	NE	31009	–
Boone, NE	NE	31011	–
Box Butte, NE	NE	31013	33.2
Boyd, NE	NE	31015	–
Brown, NE	NE	31017	66.4
Buffalo, NE	NE	31019	79.2
Burt, NE	NE	31021	41.0
Butler, NE	NE	31023	61.0
Cass, NE	NE	31025	18.8
Cedar, NE	NE	31027	26.3
Chase, NE	NE	31029	88.4
Cherry, NE	NE	31031	–
Cheyenne, NE	NE	31033	81.5
Clay, NE	NE	31035	–
Colfax, NE	NE	31037	–
Cuming, NE	NE	31039	30.6
Custer, NE	NE	31041	102.4
Dakota, NE	NE	31043	71.1
Dawes, NE	NE	31045	54.3
Dawson, NE	NE	31047	46.5
Deuel, NE	NE	31049	60.3
Dixon, NE	NE	31051	8.7
Dodge, NE	NE	31053	98.8
Douglas, NE	NE	31055	69.0
Dundy, NE	NE	31057	79.4
Fillmore, NE	NE	31059	–
Franklin, NE	NE	31061	–
Frontier, NE	NE	31063	–
Furnas, NE	NE	31065	–
Gage, NE	NE	31067	79.4
Garden, NE	NE	31069	79.4
Garfield, NE	NE	31071	–
Gosper, NE	NE	31073	–
Grant, NE	NE	31075	–
Greeley, NE	NE	31077	–
Hall, NE	NE	31079	89.9
Hamilton, NE	NE	31081	32.7
Harlan, NE	NE	31083	85.1
Hayes, NE	NE	31085	–
Hitchcock, NE	NE	31087	–
Holt, NE	NE	31089	61.7
Hooker, NE	NE	31091	–
Howard, NE	NE	31093	73.6
Jefferson, NE	NE	31095	46.3
Johnson, NE	NE	31097	–
Kearney, NE	NE	31099	66.3
Keith, NE	NE	31101	103.3
Keya Paha, NE	NE	31103	–
Kimball, NE	NE	31105	78.5
Knox, NE	NE	31107	22.4
Lancaster, NE	NE	31109	72.7
Lincoln, NE	NE	31111	88.1
Logan, NE	NE	31113	–
Loup, NE	NE	31115	–
McPherson, NE	NE	31117	–
Madison, NE	NE	31119	90.3
Merrick, NE	NE	31121	63.1
Morrill, NE	NE	31123	55.8
Nance, NE	NE	31125	–
Nemaha, NE	NE	31127	111.6
Nuckolls, NE	NE	31129	129.0
Otoe, NE	NE	31131	70.1
Pawnee, NE	NE	31133	–
Perkins, NE	NE	31135	–
Phelps, NE	NE	31137	119.2
Pierce, NE	NE	31139	33.2
Platte, NE	NE	31141	69.6
Polk, NE	NE	31143	26.6
Red Willow, NE	NE	31145	92.9
Richardson, NE	NE	31147	69.7
Rock, NE	NE	31149	–
Saline, NE	NE	31151	57.6
Sarpy, NE	NE	31153	60.1
Saunders, NE	NE	31155	22.5
Scotts Bluff, NE	NE	31157	102.6
Seward, NE	NE	31159	55.6
Sheridan, NE	NE	31161	51.3
Sherman, NE	NE	31163	–
Sioux, NE	NE	31165	–
Stanton, NE	NE	31167	–
Thayer, NE	NE	31169	–
Thomas, NE	NE	31171	–
Thurston, NE	NE	31173	36.7
Valley, NE	NE	31175	–
Washington, NE	NE	31177	37.8
Wayne, NE	NE	31179	40.2
Webster, NE	NE	31181	–
Wheeler, NE	NE	31183	–
York, NE	NE	31185	83.1
Belknap, NH	NH	33001	76.7
Carroll, NH	NH	33003	71.0
Cheshire, NH	NH	33005	84.6
Coos, NH	NH	33007	76.1
Grafton, NH	NH	33009	86.6
Hillsborough, NH	NH	33011	74.4
Merrimack, NH	NH	33013	87.4
Rockingham, NH	NH	33015	71.3
Strafford, NH	NH	33017	98.5
Sullivan, NH	NH	33019	63.0
Atlantic, NJ	NJ	34001	89.4
Bergen, NJ	NJ	34003	48.0
Burlington, NJ	NJ	34005	63.1
Camden, NJ	NJ	34007	89.8
Cape May, NJ	NJ	34009	105.5
Cumberland, NJ	NJ	34011	89.7
Essex, NJ	NJ	34013	42.9
Gloucester, NJ	NJ	34015	86.0
Hudson, NJ	NJ	34017	37.9
Hunterdon, NJ	NJ	34019	39.5
Mercer, NJ	NJ	34021	57.0
Middlesex, NJ	NJ	34023	47.6
Monmouth, NJ	NJ	34025	63.3
Morris, NJ	NJ	34027	48.5
Ocean, NJ	NJ	34029	78.1
Passaic, NJ	NJ	34031	45.4
Salem, NJ	NJ	34033	77.4
Somerset, NJ	NJ	34035	40.0
Sussex, NJ	NJ	34037	51.8
Union, NJ	NJ	34039	45.6
Warren, NJ	NJ	34041	65.2
Bernalillo, NM	NM	35001	75.7
Catron, NM	NM	35003	–
Chaves, NM	NM	35005	95.0
Cibola, NM	NM	35006	7.6
Colfax, NM	NM	35007	49.6
Curry, NM	NM	35009	44.5
De Baca, NM	NM	35011	–
Dona Ana, NM	NM	35013	56.6
Eddy, NM	NM	35015	71.0
Grant, NM	NM	35017	88.2
Guadalupe, NM	NM	35019	54.8
Harding, NM	NM	35021	–
Hidalgo, NM	NM	35023	11.9
Lea, NM	NM	35025	73.2
Lincoln, NM	NM	35027	111.8
Los Alamos, NM	NM	35028	54.5
Luna, NM	NM	35029	59.4
McKinley, NM	NM	35031	30.4
Mora, NM	NM	35033	–
Otero, NM	NM	35035	69.9
Quay, NM	NM	35037	92.1
Rio Arriba, NM	NM	35039	105.8
Roosevelt, NM	NM	35041	59.6
Sandoval, NM	NM	35043	58.5
San Juan, NM	NM	35045	64.1
San Miguel, NM	NM	35047	78.0
Santa Fe, NM	NM	35049	88.1
Sierra, NM	NM	35051	–
Socorro, NM	NM	35053	72.1
Taos, NM	NM	35055	76.5
Torrance, NM	NM	35057	28.2
Union, NM	NM	35059	65.4
Valencia, NM	NM	35061	77.4
Churchill, NV	NV	32001	110.5
Clark, NV	NV	32003	88.4
Douglas, NV	NV	32005	96.6
Elko, NV	NV	32007	76.2
Esmeralda, NV	NV	32009	–
Eureka, NV	NV	32011	–
Humboldt, NV	NV	32013	75.1
Lander, NV	NV	32015	–
Lincoln, NV	NV	32017	90.6
Lyon, NV	NV	32019	75.8
Mineral, NV	NV	32021	96.3
Nye, NV	NV	32023	114.5
Pershing, NV	NV	32027	–
Storey, NV	NV	32029	–
Washoe, NV	NV	32031	92.9
White Pine, NV	NV	32033	121.4
Carson City, NV	NV	32510	148.8
Albany, NY	NY	36001	59.7
Allegany, NY	NY	36003	60.9
Bronx, NY	NY	36005	29.4
Broome, NY	NY	36007	81.5
Cattaraugus, NY	NY	36009	81.6
Cayuga, NY	NY	36011	36.2
Chautauqua, NY	NY	36013	82.3
Chemung, NY	NY	36015	85.9
Chenango, NY	NY	36017	65.1
Clinton, NY	NY	36019	35.5
Columbia, NY	NY	36021	60.2
Cortland, NY	NY	36023	33.7
Delaware, NY	NY	36025	67.4
Dutchess, NY	NY	36027	55.8
Erie, NY	NY	36029	83.3
Essex, NY	NY	36031	32.4
Franklin, NY	NY	36033	20.9
Fulton, NY	NY	36035	80.8
Genesee, NY	NY	36037	60.5
Greene, NY	NY	36039	71.8
Hamilton, NY	NY	36041	–
Herkimer, NY	NY	36043	39.9
Jefferson, NY	NY	36045	21.0
Kings, NY	NY	36047	25.0
Lewis, NY	NY	36049	9.9
Livingston, NY	NY	36051	47.4
Madison, NY	NY	36053	44.2
Monroe, NY	NY	36055	54.5
Montgomery, NY	NY	36057	68.2
Nassau, NY	NY	36059	48.0
New York, NY	NY	36061	43.1
Niagara, NY	NY	36063	93.4
Oneida, NY	NY	36065	60.3
Onondaga, NY	NY	36067	52.3
Ontario, NY	NY	36069	51.8
Orange, NY	NY	36071	63.3
Orleans, NY	NY	36073	58.4
Oswego, NY	NY	36075	40.5
Otsego, NY	NY	36077	50.3
Putnam, NY	NY	36079	43.0
Queens, NY	NY	36081	24.5
Rensselaer, NY	NY	36083	58.0
Richmond, NY	NY	36085	55.8
Rockland, NY	NY	36087	37.5
St. Lawrence, NY	NY	36089	19.5
Saratoga, NY	NY	36091	53.3
Schenectady, NY	NY	36093	60.5
Schoharie, NY	NY	36095	57.9
Schuyler, NY	NY	36097	29.7
Seneca, NY	NY	36099	23.7
Steuben, NY	NY	36101	72.8
Suffolk, NY	NY	36103	63.4
Sullivan, NY	NY	36105	74.9
Tioga, NY	NY	36107	35.0
Tompkins, NY	NY	36109	41.6
Ulster, NY	NY	36111	59.4
Warren, NY	NY	36113	82.8
Washington, NY	NY	36115	65.4
Wayne, NY	NY	36117	54.9
Westchester, NY	NY	36119	40.5
Wyoming, NY	NY	36121	43.5
Yates, NY	NY	36123	56.3
Adams, OH	OH	39001	108.7
Allen, OH	OH	39003	104.7
Ashland, OH	OH	39005	49.1
Ashtabula, OH	OH	39007	88.4
Athens, OH	OH	39009	97.7
Auglaize, OH	OH	39011	42.1
Belmont, OH	OH	39013	119.8
Brown, OH	OH	39015	102.8
Butler, OH	OH	39017	99.7
Carroll, OH	OH	39019	53.9
Champaign, OH	OH	39021	74.5
Clark, OH	OH	39023	131.8
Clermont, OH	OH	39025	117.8
Clinton, OH	OH	39027	126.7
Columbiana, OH	OH	39029	84.9
Coshocton, OH	OH	39031	80.4
Crawford, OH	OH	39033	113.4
Cuyahoga, OH	OH	39035	68.5
Darke, OH	OH	39037	54.9
Defiance, OH	OH	39039	83.0
Delaware, OH	OH	39041	72.7
Erie, OH	OH	39043	106.1
Fairfield, OH	OH	39045	93.6
Fayette, OH	OH	39047	126.5
Franklin, OH	OH	39049	108.0
Fulton, OH	OH	39051	74.0
Gallia, OH	OH	39053	164.4
Geauga, OH	OH	39055	59.8
Greene, OH	OH	39057	82.5
Guernsey, OH	OH	39059	111.4
Hamilton, OH	OH	39061	97.3
Hancock, OH	OH	39063	76.4
Hardin, OH	OH	39065	90.4
Harrison, OH	OH	39067	48.8
Henry, OH	OH	39069	58.6
Highland, OH	OH	39071	130.5
Hocking, OH	OH	39073	94.7
Holmes, OH	OH	39075	18.0
Huron, OH	OH	39077	112.9
Jackson, OH	OH	39079	276.1
Jefferson, OH	OH	39081	139.7
Knox, OH	OH	39083	56.8
Lake, OH	OH	39085	76.8
Lawrence, OH	OH	39087	135.9
Licking, OH	OH	39089	78.1
Logan, OH	OH	39091	101.6
Lorain, OH	OH	39093	81.0
Lucas, OH	OH	39095	103.8
Madison, OH	OH	39097	62.5
Mahoning, OH	OH	39099	110.8
Marion, OH	OH	39101	109.7
Medina, OH	OH	39103	73.5
Meigs, OH	OH	39105	131.9
Mercer, OH	OH	39107	55.1
Miami, OH	OH	39109	70.8
Monroe, OH	OH	39111	62.6
Montgomery, OH	OH	39113	109.9
Morgan, OH	OH	39115	42.3
Morrow, OH	OH	39117	47.3
Muskingum, OH	OH	39119	138.8
Noble, OH	OH	39121	68.4
Ottawa, OH	OH	39123	65.5
Paulding, OH	OH	39125	47.0
Perry, OH	OH	39127	91.6
Pickaway, OH	OH	39129	99.2
Pike, OH	OH	39131	122.0
Portage, OH	OH	39133	68.0
Preble, OH	OH	39135	55.9
Putnam, OH	OH	39137	45.2
Richland, OH	OH	39139	104.2
Ross, OH	OH	39141	131.3
Sandusky, OH	OH	39143	79.5
Scioto, OH	OH	39145	168.6
Seneca, OH	OH	39147	77.0
Shelby, OH	OH	39149	75.8
Stark, OH	OH	39151	104.9
Summit, OH	OH	39153	95.8
Trumbull, OH	OH	39155	107.8
Tuscarawas, OH	OH	39157	86.4
Union, OH	OH	39159	76.9
Van Wert, OH	OH	39161	58.4
Vinton, OH	OH	39163	40.1
Warren, OH	OH	39165	73.3
Washington, OH	OH	39167	123.2
Wayne, OH	OH	39169	71.1
Williams, OH	OH	39171	53.7
Wood, OH	OH	39173	50.6
Wyandot, OH	OH	39175	59.5
Adair, OK	OK	40001	19.7
Alfalfa, OK	OK	40003	–
Atoka, OK	OK	40005	26.6
Beaver, OK	OK	40007	–
Beckham, OK	OK	40009	148.9
Blaine, OK	OK	40011	–
Bryan, OK	OK	40013	131.5
Caddo, OK	OK	40015	95.8
Canadian, OK	OK	40017	103.4
Carter, OK	OK	40019	199.0
Cherokee, OK	OK	40021	86.9
Choctaw, OK	OK	40023	68.5
Cimarron, OK	OK	40025	66.4
Cleveland, OK	OK	40027	134.1
Coal, OK	OK	40029	113.0
Comanche, OK	OK	40031	97.4
Cotton, OK	OK	40033	–
Craig, OK	OK	40035	115.8
Creek, OK	OK	40037	122.4
Custer, OK	OK	40039	144.4
Delaware, OK	OK	40041	97.6
Dewey, OK	OK	40043	–
Ellis, OK	OK	40045	–
Garfield, OK	OK	40047	102.5
Garvin, OK	OK	40049	93.0
Grady, OK	OK	40051	55.1
Grant, OK	OK	40053	31.5
Greer, OK	OK	40055	59.7
Harmon, OK	OK	40057	–
Harper, OK	OK	40059	–
Haskell, OK	OK	40061	59.5
Hughes, OK	OK	40063	45.8
Jackson, OK	OK	40065	129.2
Jefferson, OK	OK	40067	34.4
Johnston, OK	OK	40069	–
Kay, OK	OK	40071	111.2
Kingfisher, OK	OK	40073	66.0
Kiowa, OK	OK	40075	55.5
Latimer, OK	OK	40077	–
Le Flore, OK	OK	40079	44.5
Lincoln, OK	OK	40081	16.3
Logan, OK	OK	40083	46.2
Love, OK	OK	40085	106.9
McClain, OK	OK	40087	66.0
McCurtain, OK	OK	40089	100.5
McIntosh, OK	OK	40091	30.1
Major, OK	OK	40093	–
Marshall, OK	OK	40095	36.7
Mayes, OK	OK	40097	101.4
Murray, OK	OK	40099	26.5
Muskogee, OK	OK	40101	155.8
Noble, OK	OK	40103	22.2
Nowata, OK	OK	40105	38.9
Okfuskee, OK	OK	40107	–
Oklahoma, OK	OK	40109	140.5
Okmulgee, OK	OK	40111	90.1
Osage, OK	OK	40113	21.7
Ottawa, OK	OK	40115	119.5
Pawnee, OK	OK	40117	81.9
Payne, OK	OK	40119	106.9
Pittsburg, OK	OK	40121	205.9
Pontotoc, OK	OK	40123	102.5
Pottawatomie, OK	OK	40125	161.0
Pushmataha, OK	OK	40127	–
Roger Mills, OK	OK	40129	–
Rogers, OK	OK	40131	112.7
Seminole, OK	OK	40133	91.5
Sequoyah, OK	OK	40135	88.5
Stephens, OK	OK	40137	142.4
Texas, OK	OK	40139	72.5
Tillman, OK	OK	40141	108.0
Tulsa, OK	OK	40143	154.1
Wagoner, OK	OK	40145	27.9
Washington, OK	OK	40147	112.7
Washita, OK	OK	40149	–
Woods, OK	OK	40151	43.4
Woodward, OK	OK	40153	134.2
Baker, OR	OR	41001	135.0
Benton, OR	OR	41003	52.7
Clackamas, OR	OR	41005	88.4
Clatsop, OR	OR	41007	171.6
Columbia, OR	OR	41009	73.4
Coos, OR	OR	41011	149.1
Crook, OR	OR	41013	79.2
Curry, OR	OR	41015	156.1
Deschutes, OR	OR	41017	110.8
Douglas, OR	OR	41019	128.8
