CDC Archive
This page is archived for historical purposes and is no longer being updated.

This is archived content from the CDC website. The information here may be outdated and links may no longer function. Go to CDC Home for all other recent information.

View in CDC ArchiveGo to CDC Archive Home Page
Skip directly to site contentSkip directly to search
U.S. County Opioid Dispensing Rates, 2007
Print
Related Pages
< U.S. County Opioid Dispensing Rates, 2006

U.S. Opioid Dispensing Rate Maps

U.S. County Opioid Dispensing Rates, 2008 >

US County Dispensing Rates, 2007
About the Maps
For detailed information about these maps, including data sources, please visit the U.S. Opioid Dispensing Rate Maps page.

U.S. County Opioid Dispensing Rates, 2007
County	State	County FIPS Code	Opioid Dispensing Rate per 100
Power, ID	ID	16077	63.9
Shoshone, ID	ID	16079	100.8
Teton, ID	ID	16081	68.3
Twin Falls, ID	ID	16083	90.3
Valley, ID	ID	16085	121.7
Washington, ID	ID	16087	92.2
Adams, IL	IL	17001	100.1
Alexander, IL	IL	17003	45.7
Bond, IL	IL	17005	62.0
Boone, IL	IL	17007	53.1
Brown, IL	IL	17009	–
Bureau, IL	IL	17011	30.0
Calhoun, IL	IL	17013	61.4
Carroll, IL	IL	17015	17.0
Cass, IL	IL	17017	66.2
Champaign, IL	IL	17019	65.4
Christian, IL	IL	17021	97.9
Clark, IL	IL	17023	96.8
Clay, IL	IL	17025	50.4
Clinton, IL	IL	17027	16.5
Coles, IL	IL	17029	93.5
Cook, IL	IL	17031	44.6
Crawford, IL	IL	17033	18.9
Cumberland, IL	IL	17035	–
DeKalb, IL	IL	17037	52.8
De Witt, IL	IL	17039	49.5
Douglas, IL	IL	17041	10.8
DuPage, IL	IL	17043	51.9
Edgar, IL	IL	17045	85.9
Edwards, IL	IL	17047	–
Effingham, IL	IL	17049	115.8
Fayette, IL	IL	17051	60.0
Ford, IL	IL	17053	13.8
Franklin, IL	IL	17055	103.6
Fulton, IL	IL	17057	68.6
Gallatin, IL	IL	17059	12.7
Greene, IL	IL	17061	21.2
Grundy, IL	IL	17063	82.0
Hamilton, IL	IL	17065	–
Hancock, IL	IL	17067	41.5
Hardin, IL	IL	17069	217.7
Henderson, IL	IL	17071	–
Henry, IL	IL	17073	54.4
Iroquois, IL	IL	17075	63.2
Jackson, IL	IL	17077	120.9
Jasper, IL	IL	17079	66.8
Jefferson, IL	IL	17081	116.2
Jersey, IL	IL	17083	106.3
Jo Daviess, IL	IL	17085	30.5
Johnson, IL	IL	17087	–
Kane, IL	IL	17089	47.9
Kankakee, IL	IL	17091	76.7
Kendall, IL	IL	17093	59.3
Knox, IL	IL	17095	100.8
Lake, IL	IL	17097	56.6
La Salle, IL	IL	17099	83.1
Lawrence, IL	IL	17101	91.4
Lee, IL	IL	17103	60.1
Livingston, IL	IL	17105	66.2
Logan, IL	IL	17107	85.0
McDonough, IL	IL	17109	67.5
McHenry, IL	IL	17111	66.1
McLean, IL	IL	17113	61.7
Macon, IL	IL	17115	93.4
Macoupin, IL	IL	17117	42.4
Madison, IL	IL	17119	111.1
Marion, IL	IL	17121	126.3
Marshall, IL	IL	17123	43.8
Mason, IL	IL	17125	61.3
Massac, IL	IL	17127	46.5
Menard, IL	IL	17129	–
Mercer, IL	IL	17131	37.4
Monroe, IL	IL	17133	80.1
Montgomery, IL	IL	17135	120.1
Morgan, IL	IL	17137	114.6
Moultrie, IL	IL	17139	25.6
Ogle, IL	IL	17141	13.9
Peoria, IL	IL	17143	86.4
Perry, IL	IL	17145	106.1
Piatt, IL	IL	17147	29.4
Pike, IL	IL	17149	56.6
Pope, IL	IL	17151	–
Pulaski, IL	IL	17153	–
Putnam, IL	IL	17155	–
Randolph, IL	IL	17157	47.8
Richland, IL	IL	17159	108.1
Rock Island, IL	IL	17161	73.6
St. Clair, IL	IL	17163	69.7
Saline, IL	IL	17165	206.4
Sangamon, IL	IL	17167	104.5
Schuyler, IL	IL	17169	115.2
Scott, IL	IL	17171	–
Shelby, IL	IL	17173	45.5
Stark, IL	IL	17175	–
Stephenson, IL	IL	17177	68.0
Tazewell, IL	IL	17179	85.3
Union, IL	IL	17181	115.1
Vermilion, IL	IL	17183	101.4
Wabash, IL	IL	17185	100.2
Warren, IL	IL	17187	69.6
Washington, IL	IL	17189	6.7
Wayne, IL	IL	17191	71.1
White, IL	IL	17193	106.2
Whiteside, IL	IL	17195	63.9
Will, IL	IL	17197	58.3
Williamson, IL	IL	17199	184.4
Winnebago, IL	IL	17201	99.2
Woodford, IL	IL	17203	26.1
Adams, IN	IN	18001	66.3
Allen, IN	IN	18003	81.2
Bartholomew, IN	IN	18005	136.1
Benton, IN	IN	18007	7.8
Blackford, IN	IN	18009	110.5
Boone, IN	IN	18011	75.1
Brown, IN	IN	18013	52.2
Carroll, IN	IN	18015	38.9
Cass, IN	IN	18017	73.5
Clark, IN	IN	18019	127.7
Clay, IN	IN	18021	115.6
Clinton, IN	IN	18023	96.2
Crawford, IN	IN	18025	63.8
Daviess, IN	IN	18027	123.1
Dearborn, IN	IN	18029	125.3
Decatur, IN	IN	18031	109.3
DeKalb, IN	IN	18033	79.5
Delaware, IN	IN	18035	136.2
Dubois, IN	IN	18037	126.3
Elkhart, IN	IN	18039	80.3
Fayette, IN	IN	18041	134.3
Floyd, IN	IN	18043	177.9
Fountain, IN	IN	18045	126.0
Franklin, IN	IN	18047	44.9
Fulton, IN	IN	18049	105.5
Gibson, IN	IN	18051	83.4
Grant, IN	IN	18053	127.4
Greene, IN	IN	18055	95.7
Hamilton, IN	IN	18057	68.9
Hancock, IN	IN	18059	91.1
Harrison, IN	IN	18061	77.9
Hendricks, IN	IN	18063	86.3
Henry, IN	IN	18065	123.6
Howard, IN	IN	18067	165.4
Huntington, IN	IN	18069	77.3
Jackson, IN	IN	18071	117.9
Jasper, IN	IN	18073	115.2
Jay, IN	IN	18075	100.8
Jefferson, IN	IN	18077	126.6
Jennings, IN	IN	18079	131.5
Johnson, IN	IN	18081	97.9
Knox, IN	IN	18083	133.4
Kosciusko, IN	IN	18085	76.9
LaGrange, IN	IN	18087	17.0
Lake, IN	IN	18089	86.7
LaPorte, IN	IN	18091	102.3
Lawrence, IN	IN	18093	144.7
Madison, IN	IN	18095	150.2
Marion, IN	IN	18097	96.3
Marshall, IN	IN	18099	80.9
Martin, IN	IN	18101	111.3
Miami, IN	IN	18103	61.4
Monroe, IN	IN	18105	101.2
Montgomery, IN	IN	18107	118.9
Morgan, IN	IN	18109	138.3
Newton, IN	IN	18111	40.2
Noble, IN	IN	18113	51.1
Ohio, IN	IN	18115	69.1
Orange, IN	IN	18117	119.1
Owen, IN	IN	18119	66.6
Parke, IN	IN	18121	58.4
Perry, IN	IN	18123	119.7
Pike, IN	IN	18125	95.1
Porter, IN	IN	18127	94.9
Posey, IN	IN	18129	67.7
Pulaski, IN	IN	18131	68.3
Putnam, IN	IN	18133	68.2
Randolph, IN	IN	18135	89.9
Ripley, IN	IN	18137	92.9
Rush, IN	IN	18139	91.4
St. Joseph, IN	IN	18141	92.4
Scott, IN	IN	18143	229.6
Shelby, IN	IN	18145	94.9
Spencer, IN	IN	18147	–
Starke, IN	IN	18149	133.3
Steuben, IN	IN	18151	99.0
Sullivan, IN	IN	18153	78.4
Switzerland, IN	IN	18155	68.2
Tippecanoe, IN	IN	18157	86.7
Tipton, IN	IN	18159	87.2
Union, IN	IN	18161	69.2
Vanderburgh, IN	IN	18163	143.8
Vermillion, IN	IN	18165	114.3
Vigo, IN	IN	18167	157.3
Wabash, IN	IN	18169	105.6
Warren, IN	IN	18171	–
Warrick, IN	IN	18173	88.0
Washington, IN	IN	18175	101.3
Wayne, IN	IN	18177	121.5
Wells, IN	IN	18179	77.1
White, IN	IN	18181	84.1
Whitley, IN	IN	18183	106.8
Allen, KS	KS	20001	40.9
Anderson, KS	KS	20003	–
Atchison, KS	KS	20005	114.8
Barber, KS	KS	20007	108.4
Barton, KS	KS	20009	99.4
Bourbon, KS	KS	20011	92.4
Brown, KS	KS	20013	12.3
Butler, KS	KS	20015	92.4
Chase, KS	KS	20017	–
Chautauqua, KS	KS	20019	30.4
Cherokee, KS	KS	20021	52.0
Cheyenne, KS	KS	20023	72.1
Clark, KS	KS	20025	–
Clay, KS	KS	20027	65.0
Cloud, KS	KS	20029	54.2
Coffey, KS	KS	20031	–
Comanche, KS	KS	20033	–
Cowley, KS	KS	20035	106.2
Crawford, KS	KS	20037	130.4
Decatur, KS	KS	20039	128.2
Dickinson, KS	KS	20041	62.8
Doniphan, KS	KS	20043	–
Douglas, KS	KS	20045	72.9
Edwards, KS	KS	20047	–
Elk, KS	KS	20049	–
Ellis, KS	KS	20051	149.2
Ellsworth, KS	KS	20053	62.1
Finney, KS	KS	20055	69.7
Ford, KS	KS	20057	103.3
Franklin, KS	KS	20059	117.9
Geary, KS	KS	20061	55.8
Gove, KS	KS	20063	–
Graham, KS	KS	20065	137.2
Grant, KS	KS	20067	–
Gray, KS	KS	20069	15.8
Greeley, KS	KS	20071	191.1
Greenwood, KS	KS	20073	–
Hamilton, KS	KS	20075	73.2
Harper, KS	KS	20077	–
Harvey, KS	KS	20079	92.2
Haskell, KS	KS	20081	–
Hodgeman, KS	KS	20083	–
Jackson, KS	KS	20085	39.3
Jefferson, KS	KS	20087	11.1
Jewell, KS	KS	20089	–
Johnson, KS	KS	20091	75.8
Kearny, KS	KS	20093	39.6
Kingman, KS	KS	20095	–
Kiowa, KS	KS	20097	–
Labette, KS	KS	20099	91.7
Lane, KS	KS	20101	–
Leavenworth, KS	KS	20103	51.4
Lincoln, KS	KS	20105	–
Linn, KS	KS	20107	–
Logan, KS	KS	20109	67.0
Lyon, KS	KS	20111	63.0
McPherson, KS	KS	20113	64.8
Marion, KS	KS	20115	9.5
Marshall, KS	KS	20117	18.4
Meade, KS	KS	20119	–
Miami, KS	KS	20121	19.2
Mitchell, KS	KS	20123	–
Montgomery, KS	KS	20125	120.4
Morris, KS	KS	20127	–
Morton, KS	KS	20129	174.9
Nemaha, KS	KS	20131	8.5
Neosho, KS	KS	20133	73.8
Ness, KS	KS	20135	–
Norton, KS	KS	20137	40.1
Osage, KS	KS	20139	–
Osborne, KS	KS	20141	134.5
Ottawa, KS	KS	20143	–
Pawnee, KS	KS	20145	45.2
Phillips, KS	KS	20147	–
Pottawatomie, KS	KS	20149	27.5
Pratt, KS	KS	20151	169.9
Rawlins, KS	KS	20153	–
Reno, KS	KS	20155	91.0
Republic, KS	KS	20157	134.7
Rice, KS	KS	20159	42.5
Riley, KS	KS	20161	68.7
Rooks, KS	KS	20163	–
Rush, KS	KS	20165	72.4
Russell, KS	KS	20167	–
Saline, KS	KS	20169	133.2
Scott, KS	KS	20171	102.1
Sedgwick, KS	KS	20173	108.9
Seward, KS	KS	20175	105.3
Shawnee, KS	KS	20177	113.0
Sheridan, KS	KS	20179	55.3
Sherman, KS	KS	20181	118.7
Smith, KS	KS	20183	132.8
Stafford, KS	KS	20185	–
Stanton, KS	KS	20187	–
Stevens, KS	KS	20189	65.2
Sumner, KS	KS	20191	79.6
Thomas, KS	KS	20193	121.7
Trego, KS	KS	20195	114.7
Wabaunsee, KS	KS	20197	–
Wallace, KS	KS	20199	–
Washington, KS	KS	20201	14.3
Wichita, KS	KS	20203	–
Wilson, KS	KS	20205	113.0
Woodson, KS	KS	20207	–
Wyandotte, KS	KS	20209	68.0
Adair, KY	KY	21001	105.0
Allen, KY	KY	21003	53.4
Anderson, KY	KY	21005	86.5
Ballard, KY	KY	21007	106.0
Barren, KY	KY	21009	111.2
Bath, KY	KY	21011	–
Bell, KY	KY	21013	377.3
Boone, KY	KY	21015	139.6
Bourbon, KY	KY	21017	115.9
Boyd, KY	KY	21019	194.1
Boyle, KY	KY	21021	177.8
Bracken, KY	KY	21023	–
Breathitt, KY	KY	21025	174.6
Breckinridge, KY	KY	21027	47.2
Bullitt, KY	KY	21029	85.7
Butler, KY	KY	21031	149.2
Caldwell, KY	KY	21033	144.5
Calloway, KY	KY	21035	126.7
Campbell, KY	KY	21037	133.3
Carlisle, KY	KY	21039	43.4
Carroll, KY	KY	21041	177.6
Carter, KY	KY	21043	133.9
Casey, KY	KY	21045	74.7
Christian, KY	KY	21047	91.0
Clark, KY	KY	21049	165.6
Clay, KY	KY	21051	279.4
Clinton, KY	KY	21053	1.4
Crittenden, KY	KY	21055	199.4
Cumberland, KY	KY	21057	222.3
Daviess, KY	KY	21059	122.0
Edmonson, KY	KY	21061	54.5
Elliott, KY	KY	21063	–
Estill, KY	KY	21065	142.3
Fayette, KY	KY	21067	108.8
Fleming, KY	KY	21069	105.9
Floyd, KY	KY	21071	292.4
Franklin, KY	KY	21073	125.6
Fulton, KY	KY	21075	193.0
Gallatin, KY	KY	21077	–
Garrard, KY	KY	21079	71.6
Grant, KY	KY	21081	127.1
Graves, KY	KY	21083	117.4
Grayson, KY	KY	21085	104.6
Green, KY	KY	21087	134.3
Greenup, KY	KY	21089	130.4
Hancock, KY	KY	21091	–
Hardin, KY	KY	21093	98.5
Harlan, KY	KY	21095	160.9
Harrison, KY	KY	21097	124.6
Hart, KY	KY	21099	81.9
Henderson, KY	KY	21101	114.3
Henry, KY	KY	21103	96.7
Hickman, KY	KY	21105	85.6
Hopkins, KY	KY	21107	173.4
Jackson, KY	KY	21109	51.8
Jefferson, KY	KY	21111	125.2
Jessamine, KY	KY	21113	103.2
Johnson, KY	KY	21115	245.2
Kenton, KY	KY	21117	101.5
Knott, KY	KY	21119	50.7
Knox, KY	KY	21121	141.2
Larue, KY	KY	21123	68.7
Laurel, KY	KY	21125	162.4
Lawrence, KY	KY	21127	243.5
Lee, KY	KY	21129	154.2
Leslie, KY	KY	21131	166.3
Letcher, KY	KY	21133	194.4
Lewis, KY	KY	21135	64.2
Lincoln, KY	KY	21137	82.2
Livingston, KY	KY	21139	74.9
Logan, KY	KY	21141	71.0
Lyon, KY	KY	21143	88.3
McCracken, KY	KY	21145	214.2
McCreary, KY	KY	21147	165.1
McLean, KY	KY	21149	58.7
Madison, KY	KY	21151	107.9
Magoffin, KY	KY	21153	160.3
Marion, KY	KY	21155	91.1
Marshall, KY	KY	21157	101.4
Martin, KY	KY	21159	137.2
Mason, KY	KY	21161	152.2
Meade, KY	KY	21163	63.6
Menifee, KY	KY	21165	65.4
Mercer, KY	KY	21167	112.4
Metcalfe, KY	KY	21169	64.3
Monroe, KY	KY	21171	174.4
Montgomery, KY	KY	21173	210.7
Morgan, KY	KY	21175	79.0
Muhlenberg, KY	KY	21177	139.3
Nelson, KY	KY	21179	97.8
Nicholas, KY	KY	21181	–
Ohio, KY	KY	21183	133.9
Oldham, KY	KY	21185	65.7
Owen, KY	KY	21187	83.6
Owsley, KY	KY	21189	272.7
Pendleton, KY	KY	21191	40.7
Perry, KY	KY	21193	248.4
Pike, KY	KY	21195	408.7
Powell, KY	KY	21197	173.6
Pulaski, KY	KY	21199	141.7
Robertson, KY	KY	21201	–
Rockcastle, KY	KY	21203	91.0
Rowan, KY	KY	21205	174.2
Russell, KY	KY	21207	239.1
Scott, KY	KY	21209	105.1
Shelby, KY	KY	21211	85.2
Simpson, KY	KY	21213	162.8
Spencer, KY	KY	21215	65.9
Taylor, KY	KY	21217	135.4
Todd, KY	KY	21219	15.0
Trigg, KY	KY	21221	81.6
Trimble, KY	KY	21223	51.5
Union, KY	KY	21225	133.7
Warren, KY	KY	21227	124.9
Washington, KY	KY	21229	63.3
Wayne, KY	KY	21231	193.3
Webster, KY	KY	21233	69.7
Whitley, KY	KY	21235	312.2
Wolfe, KY	KY	21237	–
Woodford, KY	KY	21239	83.9
Acadia, LA	LA	22001	93.6
Allen, LA	LA	22003	101.5
Ascension, LA	LA	22005	116.5
Assumption, LA	LA	22007	40.6
Avoyelles, LA	LA	22009	126.7
Beauregard, LA	LA	22011	81.8
Bienville, LA	LA	22013	–
Bossier, LA	LA	22015	114.3
Caddo, LA	LA	22017	121.1
Calcasieu, LA	LA	22019	117.1
Caldwell, LA	LA	22021	–
Cameron, LA	LA	22023	–
Catahoula, LA	LA	22025	115.2
Claiborne, LA	LA	22027	54.0
Concordia, LA	LA	22029	123.9
De Soto, LA	LA	22031	32.4
East Baton Rouge, LA	LA	22033	123.0
East Carroll, LA	LA	22035	99.6
East Feliciana, LA	LA	22037	70.6
Evangeline, LA	LA	22039	179.6
Franklin, LA	LA	22041	84.8
Grant, LA	LA	22043	23.5
Iberia, LA	LA	22045	113.6
Iberville, LA	LA	22047	84.7
Jackson, LA	LA	22049	27.7
Jefferson, LA	LA	22051	144.7
Jefferson Davis, LA	LA	22053	110.6
Lafayette, LA	LA	22055	133.3
Lafourche, LA	LA	22057	98.5
La Salle, LA	LA	22059	111.2
Lincoln, LA	LA	22061	74.0
Livingston, LA	LA	22063	103.3
Madison, LA	LA	22065	67.1
Morehouse, LA	LA	22067	103.7
Natchitoches, LA	LA	22069	80.5
Orleans, LA	LA	22071	64.2
Ouachita, LA	LA	22073	126.2
Plaquemines, LA	LA	22075	–
Pointe Coupee, LA	LA	22077	74.4
Rapides, LA	LA	22079	155.2
Red River, LA	LA	22081	–
Richland, LA	LA	22083	57.4
Sabine, LA	LA	22085	23.6
St. Bernard, LA	LA	22087	130.0
St. Charles, LA	LA	22089	73.3
St. Helena, LA	LA	22091	59.9
St. James, LA	LA	22093	31.2
St. John the Baptist, LA	LA	22095	84.9
St. Landry, LA	LA	22097	144.5
St. Martin, LA	LA	22099	78.1
St. Mary, LA	LA	22101	109.1
St. Tammany, LA	LA	22103	153.5
Tangipahoa, LA	LA	22105	136.2
Tensas, LA	LA	22107	–
Terrebonne, LA	LA	22109	113.5
Union, LA	LA	22111	58.3
Vermilion, LA	LA	22113	89.7
Vernon, LA	LA	22115	14.1
Washington, LA	LA	22117	136.0
Webster, LA	LA	22119	79.3
West Baton Rouge, LA	LA	22121	88.5
West Carroll, LA	LA	22123	62.1
West Feliciana, LA	LA	22125	33.7
Winn, LA	LA	22127	48.5
Barnstable, MA	MA	25001	88.2
Berkshire, MA	MA	25003	98.9
Bristol, MA	MA	25005	89.3
Dukes, MA	MA	25007	57.7
Essex, MA	MA	25009	66.6
Franklin, MA	MA	25011	60.0
Hampden, MA	MA	25013	86.6
Hampshire, MA	MA	25015	62.3
Middlesex, MA	MA	25017	54.4
Nantucket, MA	MA	25019	57.6
Norfolk, MA	MA	25021	60.1
Plymouth, MA	MA	25023	70.7
Suffolk, MA	MA	25025	57.9
Worcester, MA	MA	25027	76.0
Allegany, MD	MD	24001	118.5
Anne Arundel, MD	MD	24003	79.8
Baltimore, MD	MD	24005	73.6
Calvert, MD	MD	24009	90.3
Caroline, MD	MD	24011	53.9
Carroll, MD	MD	24013	68.4
Cecil, MD	MD	24015	93.8
Charles, MD	MD	24017	87.0
Dorchester, MD	MD	24019	72.1
Frederick, MD	MD	24021	72.1
Garrett, MD	MD	24023	76.3
Harford, MD	MD	24025	75.9
Howard, MD	MD	24027	33.6
Kent, MD	MD	24029	135.7
Montgomery, MD	MD	24031	40.1
Prince George’s, MD	MD	24033	43.2
Queen Anne’s, MD	MD	24035	80.0
St. Mary’s, MD	MD	24037	77.1
Somerset, MD	MD	24039	54.5
Talbot, MD	MD	24041	91.2
Washington, MD	MD	24043	95.1
Wicomico, MD	MD	24045	90.4
Worcester, MD	MD	24047	108.3
Baltimore City, MD	MD	24510	58.0
Androscoggin, ME	ME	23001	96.6
Aroostook, ME	ME	23003	90.1
Cumberland, ME	ME	23005	80.9
Franklin, ME	ME	23007	86.3
Hancock, ME	ME	23009	85.9
Kennebec, ME	ME	23011	111.7
Knox, ME	ME	23013	77.7
Lincoln, ME	ME	23015	62.3
Oxford, ME	ME	23017	76.1
Penobscot, ME	ME	23019	105.2
Piscataquis, ME	ME	23021	116.4
Sagadahoc, ME	ME	23023	78.7
Somerset, ME	ME	23025	79.8
Waldo, ME	ME	23027	71.5
Washington, ME	ME	23029	69.3
York, ME	ME	23031	65.7
Alcona, MI	MI	26001	32.0
Alger, MI	MI	26003	86.4
Allegan, MI	MI	26005	51.3
Alpena, MI	MI	26007	113.0
Antrim, MI	MI	26009	62.3
Arenac, MI	MI	26011	86.0
Baraga, MI	MI	26013	118.5
Barry, MI	MI	26015	31.9
Bay, MI	MI	26017	94.6
Benzie, MI	MI	26019	69.4
Berrien, MI	MI	26021	92.7
Branch, MI	MI	26023	76.5
Calhoun, MI	MI	26025	110.5
Cass, MI	MI	26027	36.7
Charlevoix, MI	MI	26029	83.0
Cheboygan, MI	MI	26031	114.9
Chippewa, MI	MI	26033	71.7
Clare, MI	MI	26035	133.4
Clinton, MI	MI	26037	37.1
Crawford, MI	MI	26039	136.6
Delta, MI	MI	26041	76.5
Dickinson, MI	MI	26043	90.9
Eaton, MI	MI	26045	92.3
Emmet, MI	MI	26047	122.9
Genesee, MI	MI	26049	116.5
Gladwin, MI	MI	26051	132.3
Gogebic, MI	MI	26053	88.0
Grand Traverse, MI	MI	26055	145.9
Gratiot, MI	MI	26057	71.6
Hillsdale, MI	MI	26059	69.2
Houghton, MI	MI	26061	37.0
Huron, MI	MI	26063	73.2
Ingham, MI	MI	26065	79.5
Ionia, MI	MI	26067	61.2
Iosco, MI	MI	26069	113.3
Iron, MI	MI	26071	93.1
Isabella, MI	MI	26073	66.7
Jackson, MI	MI	26075	95.3
Kalamazoo, MI	MI	26077	91.1
Kalkaska, MI	MI	26079	129.7
Kent, MI	MI	26081	75.4
Keweenaw, MI	MI	26083	–
Lake, MI	MI	26085	–
Lapeer, MI	MI	26087	66.0
Leelanau, MI	MI	26089	–
Lenawee, MI	MI	26091	71.3
Livingston, MI	MI	26093	65.2
Luce, MI	MI	26095	355.3
Mackinac, MI	MI	26097	73.8
Macomb, MI	MI	26099	96.1
Manistee, MI	MI	26101	98.6
Marquette, MI	MI	26103	81.8
Mason, MI	MI	26105	136.7
Mecosta, MI	MI	26107	89.7
Menominee, MI	MI	26109	59.7
Midland, MI	MI	26111	85.0
Missaukee, MI	MI	26113	8.3
Monroe, MI	MI	26115	88.5
Montcalm, MI	MI	26117	97.7
Montmorency, MI	MI	26119	63.4
Muskegon, MI	MI	26121	131.8
Newaygo, MI	MI	26123	105.3
Oakland, MI	MI	26125	76.4
Oceana, MI	MI	26127	43.3
Ogemaw, MI	MI	26129	157.9
Ontonagon, MI	MI	26131	0.5
Osceola, MI	MI	26133	84.7
Oscoda, MI	MI	26135	115.5
Otsego, MI	MI	26137	129.1
Ottawa, MI	MI	26139	59.8
Presque Isle, MI	MI	26141	73.8
Roscommon, MI	MI	26143	121.7
Saginaw, MI	MI	26145	91.9
St. Clair, MI	MI	26147	89.8
St. Joseph, MI	MI	26149	102.4
Sanilac, MI	MI	26151	41.2
Schoolcraft, MI	MI	26153	97.3
Shiawassee, MI	MI	26155	103.5
Tuscola, MI	MI	26157	62.9
Van Buren, MI	MI	26159	88.6
Washtenaw, MI	MI	26161	58.3
Wayne, MI	MI	26163	88.1
Wexford, MI	MI	26165	160.1
Aitkin, MN	MN	27001	63.0
Anoka, MN	MN	27003	57.6
Becker, MN	MN	27005	54.2
Beltrami, MN	MN	27007	60.0
Benton, MN	MN	27009	51.6
Big Stone, MN	MN	27011	112.5
Blue Earth, MN	MN	27013	71.3
Brown, MN	MN	27015	71.7
Carlton, MN	MN	27017	77.7
Carver, MN	MN	27019	42.2
Cass, MN	MN	27021	41.8
Chippewa, MN	MN	27023	23.0
Chisago, MN	MN	27025	32.1
Clay, MN	MN	27027	59.6
Clearwater, MN	MN	27029	69.2
Cook, MN	MN	27031	45.6
Cottonwood, MN	MN	27033	72.5
Crow Wing, MN	MN	27035	70.0
Dakota, MN	MN	27037	56.9
Dodge, MN	MN	27039	17.7
Douglas, MN	MN	27041	82.2
Faribault, MN	MN	27043	46.8
Fillmore, MN	MN	27045	20.0
Freeborn, MN	MN	27047	48.9
Goodhue, MN	MN	27049	52.9
Grant, MN	MN	27051	33.3
Hennepin, MN	MN	27053	50.7
Houston, MN	MN	27055	2.2
Hubbard, MN	MN	27057	57.0
Isanti, MN	MN	27059	43.4
Itasca, MN	MN	27061	77.9
Jackson, MN	MN	27063	34.2
Kanabec, MN	MN	27065	83.8
Kandiyohi, MN	MN	27067	64.4
Kittson, MN	MN	27069	23.7
Koochiching, MN	MN	27071	70.2
Lac qui Parle, MN	MN	27073	56.8
Lake, MN	MN	27075	–
Lake of the Woods, MN	MN	27077	60.5
Le Sueur, MN	MN	27079	19.8
Lincoln, MN	MN	27081	36.1
Lyon, MN	MN	27083	53.8
McLeod, MN	MN	27085	73.2
Mahnomen, MN	MN	27087	93.9
Marshall, MN	MN	27089	21.2
Martin, MN	MN	27091	90.6
Meeker, MN	MN	27093	40.6
Mille Lacs, MN	MN	27095	66.4
Morrison, MN	MN	27097	53.2
Mower, MN	MN	27099	48.7
Murray, MN	MN	27101	36.2
Nicollet, MN	MN	27103	22.6
Nobles, MN	MN	27105	51.3
Norman, MN	MN	27107	57.7
Olmsted, MN	MN	27109	30.2
Otter Tail, MN	MN	27111	54.5
Pennington, MN	MN	27113	125.6
Pine, MN	MN	27115	18.4
Pipestone, MN	MN	27117	64.2
Polk, MN	MN	27119	37.4
Pope, MN	MN	27121	55.9
Ramsey, MN	MN	27123	50.2
Red Lake, MN	MN	27125	33.1
Redwood, MN	MN	27127	51.3
Renville, MN	MN	27129	14.6
Rice, MN	MN	27131	50.5
Rock, MN	MN	27133	51.4
Roseau, MN	MN	27135	48.5
St. Louis, MN	MN	27137	89.5
Scott, MN	MN	27139	41.1
Sherburne, MN	MN	27141	48.2
Sibley, MN	MN	27143	15.9
Stearns, MN	MN	27145	56.0
Steele, MN	MN	27147	47.3
Stevens, MN	MN	27149	62.7
Swift, MN	MN	27151	61.4
Todd, MN	MN	27153	32.6
Traverse, MN	MN	27155	94.0
Wabasha, MN	MN	27157	10.4
Wadena, MN	MN	27159	138.2
Waseca, MN	MN	27161	40.9
Washington, MN	MN	27163	66.6
Watonwan, MN	MN	27165	37.6
Wilkin, MN	MN	27167	80.3
Winona, MN	MN	27169	59.6
Wright, MN	MN	27171	49.2
Yellow Medicine, MN	MN	27173	56.7
Adair, MO	MO	29001	100.8
Andrew, MO	MO	29003	–
Atchison, MO	MO	29005	62.8
Audrain, MO	MO	29007	86.5
Barry, MO	MO	29009	125.0
Barton, MO	MO	29011	49.3
Bates, MO	MO	29013	32.6
Benton, MO	MO	29015	93.0
Bollinger, MO	MO	29017	–
Boone, MO	MO	29019	58.4
Buchanan, MO	MO	29021	129.5
Butler, MO	MO	29023	244.3
Caldwell, MO	MO	29025	–
Callaway, MO	MO	29027	58.4
Camden, MO	MO	29029	106.8
Cape Girardeau, MO	MO	29031	118.6
Carroll, MO	MO	29033	115.8
Carter, MO	MO	29035	–
Cass, MO	MO	29037	93.5
Cedar, MO	MO	29039	–
Chariton, MO	MO	29041	–
Christian, MO	MO	29043	114.2
Clark, MO	MO	29045	68.6
Clay, MO	MO	29047	94.2
Clinton, MO	MO	29049	25.2
Cole, MO	MO	29051	129.6
Cooper, MO	MO	29053	17.1
Crawford, MO	MO	29055	61.8
Dade, MO	MO	29057	118.2
Dallas, MO	MO	29059	24.8
Daviess, MO	MO	29061	26.9
DeKalb, MO	MO	29063	–
Dent, MO	MO	29065	111.8
Douglas, MO	MO	29067	35.4
Dunklin, MO	MO	29069	155.3
Franklin, MO	MO	29071	92.6
Gasconade, MO	MO	29073	27.7
Gentry, MO	MO	29075	34.4
Greene, MO	MO	29077	141.2
Grundy, MO	MO	29079	85.3
Harrison, MO	MO	29081	75.3
Henry, MO	MO	29083	166.5
Hickory, MO	MO	29085	–
Holt, MO	MO	29087	–
Howard, MO	MO	29089	41.0
Howell, MO	MO	29091	142.8
Iron, MO	MO	29093	59.3
Jackson, MO	MO	29095	82.2
Jasper, MO	MO	29097	160.6
Jefferson, MO	MO	29099	79.8
