CDC Archive
This page is archived for historical purposes and is no longer being updated.

This is archived content from the CDC website. The information here may be outdated and links may no longer function. Go to CDC Home for all other recent information.

View in CDC ArchiveGo to CDC Archive Home Page
Skip directly to site contentSkip directly to search
U.S. County Opioid Dispensing Rates, 2006
Print
Related Pages
U.S. Opioid Dispensing Rate Maps

U.S. County Opioid Dispensing Rates, 2007 >

US County Prescribing Rates, 2006
About the Maps
For detailed information about these maps, including data sources, please visit the U.S. Opioid Dispensing Rate Maps page.

U.S. County Opioid Dispensing Rates, 2006
County	State	County FIPS Code	Opioid Dispensing Rate per 100
Jerome, ID	ID	16053	62.1
Kootenai, ID	ID	16055	93.9
Latah, ID	ID	16057	63.7
Lemhi, ID	ID	16059	83.0
Lewis, ID	ID	16061	148.5
Lincoln, ID	ID	16063	–
Madison, ID	ID	16065	44.7
Minidoka, ID	ID	16067	33.1
Nez Perce, ID	ID	16069	152.5
Oneida, ID	ID	16071	–
Owyhee, ID	ID	16073	–
Payette, ID	ID	16075	49.8
Power, ID	ID	16077	59.0
Shoshone, ID	ID	16079	94.1
Teton, ID	ID	16081	57.8
Twin Falls, ID	ID	16083	99.0
Valley, ID	ID	16085	116.4
Washington, ID	ID	16087	68.0
Adams, IL	IL	17001	92.3
Alexander, IL	IL	17003	34.4
Bond, IL	IL	17005	61.1
Boone, IL	IL	17007	48.0
Brown, IL	IL	17009	–
Bureau, IL	IL	17011	18.9
Calhoun, IL	IL	17013	47.2
Carroll, IL	IL	17015	18.3
Cass, IL	IL	17017	68.4
Champaign, IL	IL	17019	60.0
Christian, IL	IL	17021	86.1
Clark, IL	IL	17023	84.3
Clay, IL	IL	17025	41.5
Clinton, IL	IL	17027	15.7
Coles, IL	IL	17029	87.8
Cook, IL	IL	17031	41.9
Crawford, IL	IL	17033	17.4
Cumberland, IL	IL	17035	–
DeKalb, IL	IL	17037	50.3
De Witt, IL	IL	17039	44.2
Douglas, IL	IL	17041	23.4
DuPage, IL	IL	17043	50.1
Edgar, IL	IL	17045	78.2
Edwards, IL	IL	17047	–
Effingham, IL	IL	17049	114.6
Fayette, IL	IL	17051	49.9
Ford, IL	IL	17053	19.4
Franklin, IL	IL	17055	78.5
Fulton, IL	IL	17057	62.4
Gallatin, IL	IL	17059	71.8
Greene, IL	IL	17061	19.7
Grundy, IL	IL	17063	81.6
Hamilton, IL	IL	17065	–
Hancock, IL	IL	17067	33.8
Hardin, IL	IL	17069	141.3
Henderson, IL	IL	17071	–
Henry, IL	IL	17073	51.3
Iroquois, IL	IL	17075	60.3
Jackson, IL	IL	17077	106.4
Jasper, IL	IL	17079	61.2
Jefferson, IL	IL	17081	102.2
Jersey, IL	IL	17083	36.9
Jo Daviess, IL	IL	17085	34.5
Johnson, IL	IL	17087	–
Kane, IL	IL	17089	45.2
Kankakee, IL	IL	17091	75.4
Kendall, IL	IL	17093	59.8
Knox, IL	IL	17095	102.1
Lake, IL	IL	17097	54.0
La Salle, IL	IL	17099	85.8
Lawrence, IL	IL	17101	91.3
Lee, IL	IL	17103	52.8
Livingston, IL	IL	17105	67.3
Logan, IL	IL	17107	75.0
McDonough, IL	IL	17109	67.3
McHenry, IL	IL	17111	62.1
McLean, IL	IL	17113	58.2
Macon, IL	IL	17115	87.0
Macoupin, IL	IL	17117	39.3
Madison, IL	IL	17119	106.1
Marion, IL	IL	17121	117.6
Marshall, IL	IL	17123	41.1
Mason, IL	IL	17125	55.0
Massac, IL	IL	17127	49.0
Menard, IL	IL	17129	–
Mercer, IL	IL	17131	34.4
Monroe, IL	IL	17133	55.8
Montgomery, IL	IL	17135	106.3
Morgan, IL	IL	17137	109.2
Moultrie, IL	IL	17139	24.0
Ogle, IL	IL	17141	11.6
Peoria, IL	IL	17143	82.5
Perry, IL	IL	17145	94.9
Piatt, IL	IL	17147	28.3
Pike, IL	IL	17149	57.0
Pope, IL	IL	17151	–
Pulaski, IL	IL	17153	–
Putnam, IL	IL	17155	–
Randolph, IL	IL	17157	46.5
Richland, IL	IL	17159	94.6
Rock Island, IL	IL	17161	70.4
St. Clair, IL	IL	17163	67.1
Saline, IL	IL	17165	189.5
Sangamon, IL	IL	17167	97.0
Schuyler, IL	IL	17169	108.7
Scott, IL	IL	17171	7.2
Shelby, IL	IL	17173	37.4
Stark, IL	IL	17175	–
Stephenson, IL	IL	17177	61.7
Tazewell, IL	IL	17179	83.4
Union, IL	IL	17181	123.8
Vermilion, IL	IL	17183	97.3
Wabash, IL	IL	17185	104.4
Warren, IL	IL	17187	67.7
Washington, IL	IL	17189	6.3
Wayne, IL	IL	17191	61.0
White, IL	IL	17193	90.1
Whiteside, IL	IL	17195	60.6
Will, IL	IL	17197	55.0
Williamson, IL	IL	17199	161.7
Winnebago, IL	IL	17201	91.8
Woodford, IL	IL	17203	21.4
Adams, IN	IN	18001	64.1
Allen, IN	IN	18003	76.0
Bartholomew, IN	IN	18005	123.9
Benton, IN	IN	18007	21.0
Blackford, IN	IN	18009	96.5
Boone, IN	IN	18011	71.9
Brown, IN	IN	18013	51.9
Carroll, IN	IN	18015	35.5
Cass, IN	IN	18017	72.7
Clark, IN	IN	18019	116.8
Clay, IN	IN	18021	109.0
Clinton, IN	IN	18023	89.3
Crawford, IN	IN	18025	60.0
Daviess, IN	IN	18027	118.7
Dearborn, IN	IN	18029	114.6
Decatur, IN	IN	18031	100.3
DeKalb, IN	IN	18033	73.0
Delaware, IN	IN	18035	126.8
Dubois, IN	IN	18037	110.7
Elkhart, IN	IN	18039	76.3
Fayette, IN	IN	18041	130.2
Floyd, IN	IN	18043	172.4
Fountain, IN	IN	18045	109.8
Franklin, IN	IN	18047	41.9
Fulton, IN	IN	18049	103.8
Gibson, IN	IN	18051	77.9
Grant, IN	IN	18053	119.4
Greene, IN	IN	18055	93.4
Hamilton, IN	IN	18057	65.4
Hancock, IN	IN	18059	88.3
Harrison, IN	IN	18061	77.7
Hendricks, IN	IN	18063	82.6
Henry, IN	IN	18065	115.4
Howard, IN	IN	18067	161.6
Huntington, IN	IN	18069	74.6
Jackson, IN	IN	18071	107.3
Jasper, IN	IN	18073	111.5
Jay, IN	IN	18075	99.8
Jefferson, IN	IN	18077	119.4
Jennings, IN	IN	18079	115.7
Johnson, IN	IN	18081	95.1
Knox, IN	IN	18083	123.2
Kosciusko, IN	IN	18085	76.8
LaGrange, IN	IN	18087	16.7
Lake, IN	IN	18089	81.6
LaPorte, IN	IN	18091	97.8
Lawrence, IN	IN	18093	140.3
Madison, IN	IN	18095	147.6
Marion, IN	IN	18097	91.4
Marshall, IN	IN	18099	72.3
Martin, IN	IN	18101	99.7
Miami, IN	IN	18103	60.5
Monroe, IN	IN	18105	95.5
Montgomery, IN	IN	18107	111.7
Morgan, IN	IN	18109	132.7
Newton, IN	IN	18111	38.4
Noble, IN	IN	18113	51.3
Ohio, IN	IN	18115	69.6
Orange, IN	IN	18117	109.9
Owen, IN	IN	18119	62.5
Parke, IN	IN	18121	53.8
Perry, IN	IN	18123	103.5
Pike, IN	IN	18125	83.8
Porter, IN	IN	18127	89.2
Posey, IN	IN	18129	71.0
Pulaski, IN	IN	18131	70.5
Putnam, IN	IN	18133	64.3
Randolph, IN	IN	18135	88.1
Ripley, IN	IN	18137	87.4
Rush, IN	IN	18139	92.3
St. Joseph, IN	IN	18141	86.5
Scott, IN	IN	18143	204.6
Shelby, IN	IN	18145	88.7
Spencer, IN	IN	18147	13.1
Starke, IN	IN	18149	121.2
Steuben, IN	IN	18151	92.4
Sullivan, IN	IN	18153	77.5
Switzerland, IN	IN	18155	68.1
Tippecanoe, IN	IN	18157	80.3
Tipton, IN	IN	18159	87.7
Union, IN	IN	18161	72.1
Vanderburgh, IN	IN	18163	138.6
Vermillion, IN	IN	18165	107.2
Vigo, IN	IN	18167	136.5
Wabash, IN	IN	18169	94.8
Warren, IN	IN	18171	–
Warrick, IN	IN	18173	81.7
Washington, IN	IN	18175	88.0
Wayne, IN	IN	18177	116.2
Wells, IN	IN	18179	77.0
White, IN	IN	18181	77.7
Whitley, IN	IN	18183	97.9
Allen, KS	KS	20001	37.0
Anderson, KS	KS	20003	–
Atchison, KS	KS	20005	113.3
Barber, KS	KS	20007	67.8
Barton, KS	KS	20009	99.3
Bourbon, KS	KS	20011	82.8
Brown, KS	KS	20013	10.2
Butler, KS	KS	20015	91.4
Chase, KS	KS	20017	–
Chautauqua, KS	KS	20019	14.5
Cherokee, KS	KS	20021	47.3
Cheyenne, KS	KS	20023	72.8
Clark, KS	KS	20025	–
Clay, KS	KS	20027	54.1
Cloud, KS	KS	20029	54.1
Coffey, KS	KS	20031	104.2
Comanche, KS	KS	20033	–
Cowley, KS	KS	20035	100.0
Crawford, KS	KS	20037	121.0
Decatur, KS	KS	20039	111.8
Dickinson, KS	KS	20041	55.1
Doniphan, KS	KS	20043	–
Douglas, KS	KS	20045	76.2
Edwards, KS	KS	20047	–
Elk, KS	KS	20049	–
Ellis, KS	KS	20051	143.4
Ellsworth, KS	KS	20053	–
Finney, KS	KS	20055	69.0
Ford, KS	KS	20057	98.1
Franklin, KS	KS	20059	55.7
Geary, KS	KS	20061	53.0
Gove, KS	KS	20063	–
Graham, KS	KS	20065	134.1
Grant, KS	KS	20067	–
Gray, KS	KS	20069	15.0
Greeley, KS	KS	20071	220.7
Greenwood, KS	KS	20073	–
Hamilton, KS	KS	20075	82.1
Harper, KS	KS	20077	–
Harvey, KS	KS	20079	92.0
Haskell, KS	KS	20081	–
Hodgeman, KS	KS	20083	–
Jackson, KS	KS	20085	40.5
Jefferson, KS	KS	20087	11.6
Jewell, KS	KS	20089	–
Johnson, KS	KS	20091	75.9
Kearny, KS	KS	20093	52.3
Kingman, KS	KS	20095	1.5
Kiowa, KS	KS	20097	–
Labette, KS	KS	20099	95.9
Lane, KS	KS	20101	–
Leavenworth, KS	KS	20103	48.3
Lincoln, KS	KS	20105	–
Linn, KS	KS	20107	–
Logan, KS	KS	20109	6.3
Lyon, KS	KS	20111	59.5
McPherson, KS	KS	20113	68.8
Marion, KS	KS	20115	7.1
Marshall, KS	KS	20117	16.3
Meade, KS	KS	20119	–
Miami, KS	KS	20121	19.6
Mitchell, KS	KS	20123	26.4
Montgomery, KS	KS	20125	112.3
Morris, KS	KS	20127	–
Morton, KS	KS	20129	191.1
Nemaha, KS	KS	20131	34.6
Neosho, KS	KS	20133	72.0
Ness, KS	KS	20135	–
Norton, KS	KS	20137	51.1
Osage, KS	KS	20139	–
Osborne, KS	KS	20141	74.7
Ottawa, KS	KS	20143	–
Pawnee, KS	KS	20145	49.6
Phillips, KS	KS	20147	–
Pottawatomie, KS	KS	20149	26.4
Pratt, KS	KS	20151	171.0
Rawlins, KS	KS	20153	–
Reno, KS	KS	20155	84.2
Republic, KS	KS	20157	116.9
Rice, KS	KS	20159	38.8
Riley, KS	KS	20161	62.2
Rooks, KS	KS	20163	–
Rush, KS	KS	20165	59.0
Russell, KS	KS	20167	–
Saline, KS	KS	20169	126.1
Scott, KS	KS	20171	99.8
Sedgwick, KS	KS	20173	104.3
Seward, KS	KS	20175	126.7
Shawnee, KS	KS	20177	100.5
Sheridan, KS	KS	20179	62.3
Sherman, KS	KS	20181	82.6
Smith, KS	KS	20183	98.4
Stafford, KS	KS	20185	–
Stanton, KS	KS	20187	–
Stevens, KS	KS	20189	38.6
Sumner, KS	KS	20191	73.1
Thomas, KS	KS	20193	119.7
Trego, KS	KS	20195	113.6
Wabaunsee, KS	KS	20197	–
Wallace, KS	KS	20199	–
Washington, KS	KS	20201	13.3
Wichita, KS	KS	20203	–
Wilson, KS	KS	20205	142.9
Woodson, KS	KS	20207	–
Wyandotte, KS	KS	20209	67.6
Adair, KY	KY	21001	85.3
Allen, KY	KY	21003	62.2
Anderson, KY	KY	21005	75.7
Ballard, KY	KY	21007	101.3
Barren, KY	KY	21009	97.4
Bath, KY	KY	21011	–
Bell, KY	KY	21013	346.3
Boone, KY	KY	21015	132.5
Bourbon, KY	KY	21017	119.7
Boyd, KY	KY	21019	197.8
Boyle, KY	KY	21021	169.0
Bracken, KY	KY	21023	–
Breathitt, KY	KY	21025	161.4
Breckinridge, KY	KY	21027	56.8
Bullitt, KY	KY	21029	68.5
Butler, KY	KY	21031	118.8
Caldwell, KY	KY	21033	163.6
Calloway, KY	KY	21035	124.2
Campbell, KY	KY	21037	122.6
Carlisle, KY	KY	21039	29.6
Carroll, KY	KY	21041	160.2
Carter, KY	KY	21043	128.5
Casey, KY	KY	21045	73.4
Christian, KY	KY	21047	93.4
Clark, KY	KY	21049	151.3
Clay, KY	KY	21051	258.4
Clinton, KY	KY	21053	–
Crittenden, KY	KY	21055	237.5
Cumberland, KY	KY	21057	75.7
Daviess, KY	KY	21059	121.7
Edmonson, KY	KY	21061	57.1
Elliott, KY	KY	21063	–
Estill, KY	KY	21065	104.4
Fayette, KY	KY	21067	103.6
Fleming, KY	KY	21069	36.9
Floyd, KY	KY	21071	263.3
Franklin, KY	KY	21073	111.3
Fulton, KY	KY	21075	192.5
Gallatin, KY	KY	21077	38.6
Garrard, KY	KY	21079	69.6
Grant, KY	KY	21081	109.6
Graves, KY	KY	21083	110.6
Grayson, KY	KY	21085	124.6
Green, KY	KY	21087	138.0
Greenup, KY	KY	21089	123.5
Hancock, KY	KY	21091	–
Hardin, KY	KY	21093	91.3
Harlan, KY	KY	21095	154.2
Harrison, KY	KY	21097	131.5
Hart, KY	KY	21099	75.5
Henderson, KY	KY	21101	99.5
Henry, KY	KY	21103	95.3
Hickman, KY	KY	21105	86.5
Hopkins, KY	KY	21107	147.5
Jackson, KY	KY	21109	48.3
Jefferson, KY	KY	21111	119.2
Jessamine, KY	KY	21113	93.2
Johnson, KY	KY	21115	257.5
Kenton, KY	KY	21117	93.8
Knott, KY	KY	21119	34.3
Knox, KY	KY	21121	128.3
Larue, KY	KY	21123	81.1
Laurel, KY	KY	21125	128.5
Lawrence, KY	KY	21127	140.2
Lee, KY	KY	21129	168.7
Leslie, KY	KY	21131	227.4
Letcher, KY	KY	21133	171.0
Lewis, KY	KY	21135	69.6
Lincoln, KY	KY	21137	77.3
Livingston, KY	KY	21139	50.5
Logan, KY	KY	21141	69.4
Lyon, KY	KY	21143	94.8
McCracken, KY	KY	21145	207.3
McCreary, KY	KY	21147	161.8
McLean, KY	KY	21149	55.5
Madison, KY	KY	21151	104.4
Magoffin, KY	KY	21153	148.7
Marion, KY	KY	21155	83.7
Marshall, KY	KY	21157	108.8
Martin, KY	KY	21159	105.0
Mason, KY	KY	21161	163.1
Meade, KY	KY	21163	57.9
Menifee, KY	KY	21165	56.6
Mercer, KY	KY	21167	110.5
Metcalfe, KY	KY	21169	60.5
Monroe, KY	KY	21171	186.5
Montgomery, KY	KY	21173	211.5
Morgan, KY	KY	21175	72.0
Muhlenberg, KY	KY	21177	99.2
Nelson, KY	KY	21179	93.8
Nicholas, KY	KY	21181	–
Ohio, KY	KY	21183	140.3
Oldham, KY	KY	21185	61.9
Owen, KY	KY	21187	81.8
Owsley, KY	KY	21189	22.8
Pendleton, KY	KY	21191	38.7
Perry, KY	KY	21193	200.4
Pike, KY	KY	21195	387.5
Powell, KY	KY	21197	152.1
Pulaski, KY	KY	21199	137.9
Robertson, KY	KY	21201	–
Rockcastle, KY	KY	21203	89.2
Rowan, KY	KY	21205	174.7
Russell, KY	KY	21207	249.0
Scott, KY	KY	21209	100.2
Shelby, KY	KY	21211	71.9
Simpson, KY	KY	21213	146.0
Spencer, KY	KY	21215	29.9
Taylor, KY	KY	21217	124.7
Todd, KY	KY	21219	–
Trigg, KY	KY	21221	70.0
Trimble, KY	KY	21223	33.7
Union, KY	KY	21225	128.8
Warren, KY	KY	21227	110.1
Washington, KY	KY	21229	60.5
Wayne, KY	KY	21231	218.8
Webster, KY	KY	21233	70.5
Whitley, KY	KY	21235	301.6
Wolfe, KY	KY	21237	–
Woodford, KY	KY	21239	86.2
Acadia, LA	LA	22001	87.5
Allen, LA	LA	22003	115.7
Ascension, LA	LA	22005	118.8
Assumption, LA	LA	22007	34.8
Avoyelles, LA	LA	22009	111.0
Beauregard, LA	LA	22011	87.0
Bienville, LA	LA	22013	–
Bossier, LA	LA	22015	109.8
Caddo, LA	LA	22017	118.8
Calcasieu, LA	LA	22019	120.9
Caldwell, LA	LA	22021	–
Cameron, LA	LA	22023	–
Catahoula, LA	LA	22025	113.2
Claiborne, LA	LA	22027	54.6
Concordia, LA	LA	22029	105.7
De Soto, LA	LA	22031	31.7
East Baton Rouge, LA	LA	22033	121.7
East Carroll, LA	LA	22035	83.1
East Feliciana, LA	LA	22037	64.9
Evangeline, LA	LA	22039	187.4
Franklin, LA	LA	22041	87.7
Grant, LA	LA	22043	19.9
Iberia, LA	LA	22045	111.2
Iberville, LA	LA	22047	81.8
Jackson, LA	LA	22049	41.8
Jefferson, LA	LA	22051	149.7
Jefferson Davis, LA	LA	22053	102.4
Lafayette, LA	LA	22055	137.8
Lafourche, LA	LA	22057	95.5
La Salle, LA	LA	22059	102.9
Lincoln, LA	LA	22061	74.1
Livingston, LA	LA	22063	96.2
Madison, LA	LA	22065	79.8
Morehouse, LA	LA	22067	87.3
Natchitoches, LA	LA	22069	72.9
Orleans, LA	LA	22071	52.9
Ouachita, LA	LA	22073	124.0
Plaquemines, LA	LA	22075	–
Pointe Coupee, LA	LA	22077	75.7
Rapides, LA	LA	22079	146.5
Red River, LA	LA	22081	86.3
Richland, LA	LA	22083	44.1
Sabine, LA	LA	22085	23.3
St. Bernard, LA	LA	22087	106.9
St. Charles, LA	LA	22089	72.6
St. Helena, LA	LA	22091	61.2
St. James, LA	LA	22093	33.9
St. John the Baptist, LA	LA	22095	84.6
St. Landry, LA	LA	22097	137.7
St. Martin, LA	LA	22099	78.7
St. Mary, LA	LA	22101	115.4
St. Tammany, LA	LA	22103	157.4
Tangipahoa, LA	LA	22105	137.1
Tensas, LA	LA	22107	–
Terrebonne, LA	LA	22109	111.3
Union, LA	LA	22111	56.2
Vermilion, LA	LA	22113	96.4
Vernon, LA	LA	22115	13.6
Washington, LA	LA	22117	126.2
Webster, LA	LA	22119	74.3
West Baton Rouge, LA	LA	22121	61.6
West Carroll, LA	LA	22123	54.4
West Feliciana, LA	LA	22125	29.1
Winn, LA	LA	22127	66.1
Barnstable, MA	MA	25001	87.8
Berkshire, MA	MA	25003	99.5
Bristol, MA	MA	25005	87.5
Dukes, MA	MA	25007	46.1
Essex, MA	MA	25009	63.5
Franklin, MA	MA	25011	56.6
Hampden, MA	MA	25013	79.8
Hampshire, MA	MA	25015	58.5
Middlesex, MA	MA	25017	53.1
Nantucket, MA	MA	25019	50.8
Norfolk, MA	MA	25021	58.8
Plymouth, MA	MA	25023	68.7
Suffolk, MA	MA	25025	57.3
Worcester, MA	MA	25027	72.6
Allegany, MD	MD	24001	109.8
Anne Arundel, MD	MD	24003	78.0
Baltimore, MD	MD	24005	70.9
Calvert, MD	MD	24009	76.8
Caroline, MD	MD	24011	56.8
Carroll, MD	MD	24013	64.2
Cecil, MD	MD	24015	88.6
Charles, MD	MD	24017	81.0
Dorchester, MD	MD	24019	69.0
Frederick, MD	MD	24021	68.3
Garrett, MD	MD	24023	70.6
Harford, MD	MD	24025	71.6
Howard, MD	MD	24027	34.3
Kent, MD	MD	24029	127.7
Montgomery, MD	MD	24031	38.9
Prince George’s, MD	MD	24033	40.5
Queen Anne’s, MD	MD	24035	74.9
St. Mary’s, MD	MD	24037	66.9
Somerset, MD	MD	24039	51.1
Talbot, MD	MD	24041	72.7
Washington, MD	MD	24043	89.7
Wicomico, MD	MD	24045	80.5
Worcester, MD	MD	24047	102.2
Baltimore City, MD	MD	24510	56.5
Androscoggin, ME	ME	23001	92.7
Aroostook, ME	ME	23003	89.1
Cumberland, ME	ME	23005	79.4
Franklin, ME	ME	23007	87.4
Hancock, ME	ME	23009	80.9
Kennebec, ME	ME	23011	101.6
Knox, ME	ME	23013	74.5
Lincoln, ME	ME	23015	66.1
Oxford, ME	ME	23017	91.8
Penobscot, ME	ME	23019	104.5
Piscataquis, ME	ME	23021	116.7
Sagadahoc, ME	ME	23023	70.5
Somerset, ME	ME	23025	76.5
Waldo, ME	ME	23027	71.0
Washington, ME	ME	23029	67.8
York, ME	ME	23031	64.4
Alcona, MI	MI	26001	33.5
Alger, MI	MI	26003	86.8
Allegan, MI	MI	26005	43.1
Alpena, MI	MI	26007	109.2
Antrim, MI	MI	26009	41.7
Arenac, MI	MI	26011	84.6
Baraga, MI	MI	26013	102.5
Barry, MI	MI	26015	27.9
Bay, MI	MI	26017	91.6
Benzie, MI	MI	26019	66.6
Berrien, MI	MI	26021	90.1
Branch, MI	MI	26023	72.1
Calhoun, MI	MI	26025	105.2
Cass, MI	MI	26027	37.2
Charlevoix, MI	MI	26029	88.4
Cheboygan, MI	MI	26031	103.6
Chippewa, MI	MI	26033	71.8
Clare, MI	MI	26035	135.9
Clinton, MI	MI	26037	34.0
Crawford, MI	MI	26039	123.3
Delta, MI	MI	26041	75.4
Dickinson, MI	MI	26043	88.5
Eaton, MI	MI	26045	81.3
Emmet, MI	MI	26047	118.3
Genesee, MI	MI	26049	110.9
Gladwin, MI	MI	26051	134.3
Gogebic, MI	MI	26053	76.3
Grand Traverse, MI	MI	26055	136.9
Gratiot, MI	MI	26057	68.4
Hillsdale, MI	MI	26059	57.1
Houghton, MI	MI	26061	38.9
Huron, MI	MI	26063	61.3
Ingham, MI	MI	26065	69.5
Ionia, MI	MI	26067	61.0
Iosco, MI	MI	26069	115.6
Iron, MI	MI	26071	96.6
Isabella, MI	MI	26073	58.3
Jackson, MI	MI	26075	94.2
Kalamazoo, MI	MI	26077	83.6
Kalkaska, MI	MI	26079	124.1
Kent, MI	MI	26081	72.8
Keweenaw, MI	MI	26083	–
Lake, MI	MI	26085	–
Lapeer, MI	MI	26087	60.9
Leelanau, MI	MI	26089	–
Lenawee, MI	MI	26091	66.9
Livingston, MI	MI	26093	58.0
Luce, MI	MI	26095	240.6
Mackinac, MI	MI	26097	70.4
Macomb, MI	MI	26099	90.9
Manistee, MI	MI	26101	90.8
Marquette, MI	MI	26103	78.5
Mason, MI	MI	26105	127.8
Mecosta, MI	MI	26107	86.3
Menominee, MI	MI	26109	64.0
Midland, MI	MI	26111	74.8
Missaukee, MI	MI	26113	10.7
Monroe, MI	MI	26115	78.7
Montcalm, MI	MI	26117	88.2
Montmorency, MI	MI	26119	58.1
Muskegon, MI	MI	26121	120.3
Newaygo, MI	MI	26123	87.8
Oakland, MI	MI	26125	72.7
Oceana, MI	MI	26127	60.8
Ogemaw, MI	MI	26129	131.4
Ontonagon, MI	MI	26131	56.4
Osceola, MI	MI	26133	79.5
Oscoda, MI	MI	26135	107.5
Otsego, MI	MI	26137	114.1
Ottawa, MI	MI	26139	56.0
Presque Isle, MI	MI	26141	73.0
Roscommon, MI	MI	26143	111.5
Saginaw, MI	MI	26145	84.1
St. Clair, MI	MI	26147	85.7
St. Joseph, MI	MI	26149	93.8
Sanilac, MI	MI	26151	41.8
Schoolcraft, MI	MI	26153	114.1
Shiawassee, MI	MI	26155	97.0
Tuscola, MI	MI	26157	60.9
Van Buren, MI	MI	26159	75.9
Washtenaw, MI	MI	26161	55.2
Wayne, MI	MI	26163	82.3
Wexford, MI	MI	26165	137.9
Aitkin, MN	MN	27001	84.5
Anoka, MN	MN	27003	53.4
Becker, MN	MN	27005	46.3
Beltrami, MN	MN	27007	61.1
Benton, MN	MN	27009	48.3
Big Stone, MN	MN	27011	96.1
Blue Earth, MN	MN	27013	67.7
Brown, MN	MN	27015	67.3
Carlton, MN	MN	27017	70.0
Carver, MN	MN	27019	38.6
Cass, MN	MN	27021	38.7
Chippewa, MN	MN	27023	18.4
Chisago, MN	MN	27025	30.1
Clay, MN	MN	27027	51.3
Clearwater, MN	MN	27029	65.1
Cook, MN	MN	27031	74.4
Cottonwood, MN	MN	27033	74.5
Crow Wing, MN	MN	27035	66.0
Dakota, MN	MN	27037	52.0
Dodge, MN	MN	27039	6.8
Douglas, MN	MN	27041	78.6
Faribault, MN	MN	27043	43.7
Fillmore, MN	MN	27045	11.5
Freeborn, MN	MN	27047	48.9
Goodhue, MN	MN	27049	64.0
Grant, MN	MN	27051	22.9
Hennepin, MN	MN	27053	46.8
Houston, MN	MN	27055	3.8
Hubbard, MN	MN	27057	59.9
Isanti, MN	MN	27059	43.1
Itasca, MN	MN	27061	72.3
Jackson, MN	MN	27063	28.5
Kanabec, MN	MN	27065	83.2
Kandiyohi, MN	MN	27067	61.4
Kittson, MN	MN	27069	22.7
Koochiching, MN	MN	27071	91.1
Lac qui Parle, MN	MN	27073	46.4
Lake, MN	MN	27075	–
Lake of the Woods, MN	MN	27077	–
Le Sueur, MN	MN	27079	21.9
Lincoln, MN	MN	27081	23.1
Lyon, MN	MN	27083	57.2
McLeod, MN	MN	27085	69.5
Mahnomen, MN	MN	27087	89.2
Marshall, MN	MN	27089	18.1
Martin, MN	MN	27091	74.0
Meeker, MN	MN	27093	39.1
Mille Lacs, MN	MN	27095	69.2
Morrison, MN	MN	27097	49.7
Mower, MN	MN	27099	48.4
Murray, MN	MN	27101	32.5
Nicollet, MN	MN	27103	22.9
Nobles, MN	MN	27105	36.4
Norman, MN	MN	27107	53.3
Olmsted, MN	MN	27109	29.0
Otter Tail, MN	MN	27111	55.1
Pennington, MN	MN	27113	83.8
Pine, MN	MN	27115	25.0
Pipestone, MN	MN	27117	65.9
Polk, MN	MN	27119	39.9
Pope, MN	MN	27121	81.5
Ramsey, MN	MN	27123	46.7
Red Lake, MN	MN	27125	34.6
Redwood, MN	MN	27127	43.0
Renville, MN	MN	27129	28.6
Rice, MN	MN	27131	47.6
Rock, MN	MN	27133	66.9
Roseau, MN	MN	27135	54.1
St. Louis, MN	MN	27137	82.9
Scott, MN	MN	27139	42.5
Sherburne, MN	MN	27141	37.3
Sibley, MN	MN	27143	15.7
Stearns, MN	MN	27145	53.5
Steele, MN	MN	27147	40.3
Stevens, MN	MN	27149	66.4
Swift, MN	MN	27151	54.0
Todd, MN	MN	27153	31.3
Traverse, MN	MN	27155	73.2
Wabasha, MN	MN	27157	9.7
Wadena, MN	MN	27159	127.6
Waseca, MN	MN	27161	41.2
Washington, MN	MN	27163	57.0
Watonwan, MN	MN	27165	43.9
Wilkin, MN	MN	27167	83.6
Winona, MN	MN	27169	55.3
Wright, MN	MN	27171	52.2
Yellow Medicine, MN	MN	27173	59.2
Adair, MO	MO	29001	95.5
Andrew, MO	MO	29003	–
Atchison, MO	MO	29005	69.2
Audrain, MO	MO	29007	73.5
Barry, MO	MO	29009	119.2
Barton, MO	MO	29011	44.0
Bates, MO	MO	29013	30.0
Benton, MO	MO	29015	85.5
Bollinger, MO	MO	29017	–
Boone, MO	MO	29019	53.5
Buchanan, MO	MO	29021	124.7
Butler, MO	MO	29023	215.5
Caldwell, MO	MO	29025	–
Callaway, MO	MO	29027	54.6
Camden, MO	MO	29029	112.1
Cape Girardeau, MO	MO	29031	118.2
Carroll, MO	MO	29033	103.9
Carter, MO	MO	29035	–
Cass, MO	MO	29037	101.5
Cedar, MO	MO	29039	–
Chariton, MO	MO	29041	–
Christian, MO	MO	29043	102.1
Clark, MO	MO	29045	68.4
Clay, MO	MO	29047	93.9
Clinton, MO	MO	29049	21.6
Cole, MO	MO	29051	122.5
Cooper, MO	MO	29053	16.4
Crawford, MO	MO	29055	60.3
Dade, MO	MO	29057	131.5
Dallas, MO	MO	29059	22.7
Daviess, MO	MO	29061	33.8
DeKalb, MO	MO	29063	–
Dent, MO	MO	29065	98.0
Douglas, MO	MO	29067	32.4
Dunklin, MO	MO	29069	147.5
Franklin, MO	MO	29071	79.7
Gasconade, MO	MO	29073	24.7
Gentry, MO	MO	29075	40.7
Greene, MO	MO	29077	137.0
